,input,target
230,в первый раз как стал потом стрелять я дал сряду четыре промаха по бутылке в двадцати пяти шагах,S S C S S S C S S S S S S S S S S P
231,у нас был ротмистр остряк забавник он тут случился и сказал мне знать у тебя брат рука не подымается на бутылку,S S S C C C S S S S S C S S C C S S S S P
232,нет ваше сиятельство не должно пренебрегать этим упражнением не то отвыкнешь как раз,C S C S S S S C S S S S P
233,лучший стрелок которого удалось мне встречать стрелял каждый день по крайней мере три раза перед обедом,S C S S S C S S C S S S S S S P
234,это у него было заведено как рюмка водки,S S S S C S S P
235,граф и графиня рады были что я разговорился,S S S S C S S P
236,а каково стрелял он спросил меня граф,S S S C S S P
237,да вот как ваше сиятельство бывало увидит он села на стену муха вы смеетесь графиня,S S C S C C S C S S S C S C Q
238,ей-богу правда,C P
239,бывало увидит муху и кричит кузька пистолет,C S S S C C EX
240,кузька и несет ему заряженный пистолет,S S S S S P
241,он хлоп и вдавит муху в стену,S C S S S S EX
242,это удивительно сказал граф; а как его звали,S C S C S S S Q
243,сильвио ваше сиятельство,C S P
244,сильвио вскричал граф вскочив со своего места; вы знали сильвио,C S C S S S C S S Q
245,как не знать ваше сиятельство мы были с ним приятели он в нашем полку принят был как свой брат товарищ да вот уж лет пять как об нем не имею никакого известия,S S C S C S S S S C S S S S S S S S S C S S S S C S S S S S S P
246,так и ваше сиятельство стало быть знали его,S S S C S C S Q
247,знал очень знал,C S P
248,не рассказывал ли он вам но нет не думаю не рассказывал ли он вам одного очень странного происшествия,S S S S S S C S C S S S S S S S S Q
249,не пощечина ли ваше сиятельство полученная им на бале от какого-то повесы,S S C S C S S S S S S Q
250,а сказывал он вам имя этого повесы,S S S S S S Q
251,нет ваше сиятельство не сказывал,C S C S P
252,ах ваше сиятельство продолжал я догадываясь об истине извините я не знал уж не вы ли,C S C S C S S C S S S S S S S Q
253,я сам отвечал граф с видом чрезвычайно расстроенным а простреленная картина есть памятник последней нашей встречи,S C S S S S S C S S S S S S S P
254,ах милый мой сказала графиня ради бога не рассказывай мне страшно будет слушать,C S C S C S S S C S S S P
255,нет возразил граф я все расскажу он знает как я обидел его друга пусть же узнает как сильвио мне отомстил,C S C S S C S C S S S S C S S C S S S P
256,граф подвинул мне кресла и я с живейшим любопытством услышал следующий рассказ,S S S C S S S S S S S P
257,пять лет тому назад я женился,S S S S S P
258,этому дому обязан я лучшими минутами жизни и одним из самых тяжелых воспоминаний,S S S S S S S S S S S S P
259,однажды вечером ездили мы вместе верхом лошадь у жены что-то заупрямилась она испугалась отдала мне поводья и пошла пешком домой я поехал вперед,S S S S S C S S S S C S C S S S S S S C S S P
260,на дворе увидел я дорожную телегу мне сказали что у меня в кабинете сидит человек не хотевший объявить своего имени но сказавший просто что ему до меня есть дело,S S S S S C S C S S S S S S C S S S S C S S C S S S S S P
261,я вошел в эту комнату и увидел в темноте человека запыленного и обросшего бородой он стоял здесь у камина,S S S S S S S S S C S S S C S S S S P
262,я подошел к нему стараясь припомнить его черты,S S S C S S S P
263,ты не узнал меня граф сказал он дрожащим голосом,S S S C C S S S P
264,сильвио закричал я и признаюсь я почувствовал как волоса стали вдруг на мне дыбом,C S C S C S C S S S S S S P
265,так точно продолжал он выстрел за мною я приехал разрядить мой пистолет готов ли ты,S C S C S S C S S S S C S S Q
266,пистолет у него торчал из бокового кармана,S S S S S S P
267,я отмерил двенадцать шагов и стал там в углу прося его выстрелить скорее пока жена не воротилась,S S S S S S S S C S S S C S S S P
268,он медлил он спросил огня,S C S S P
269,подали свечи,S P
270,я запер двери не велел никому входить и снова просил его выстрелить,S S C S S S S S S S S P
271,он вынул пистолет и прицелился,S S S S P
272,я считал секунды я думал о ней,S S S S S S P
273,ужасная прошла минута,S S EX
274,сильвио опустил руку,S S P
275,жалею сказал он что пистолет заряжен не черешневыми косточками пуля тяжела,C S C S S S S S S S P
276,мне все кажется что у нас не дуэль а убийство я не привык целить в безоружного,S S C S S S S C S C S S S S S P
277,начнем сызнова кинем жребий кому стрелять первому,S C S C S S P
278,голова моя шла кругом,S S S P
279,кажется я не соглашался,C S S P
280,наконец мы зарядили еще пистолет свернули два билета он положил их в фуражку некогда мною простреленную я вынул опять первый нумер,S S S S C S S C S S S S C S S C S S S S P
281,ты граф дьявольски счастлив сказал он с усмешкою которой никогда не забуду,C C S C S S S C S S S P
282,не понимаю что со мною было и каким образом мог он меня к тому принудить но я выстрелил и попал вот в эту картину,S C S S S S S S S S S S S S S C S C S S S S S P
283,граф указывал пальцем на простреленную картину лицо его горело как огонь графиня была бледнее своего платка я не мог воздержаться от восклицания,S S S S S C S S S S C S S S S C S S S S S P
284,я выстрелил продолжал граф и слава богу дал промах тогда сильвио,S C S C C S C S C S P
285,сильвио стал в меня прицеливаться,S S S S P
286,вдруг двери отворились маша вбегает и с визгом кидается мне на шею,S S C S S S S S S S S P
287,ее присутствие возвратило мне всю бодрость,S S S S S P
288,милая сказал я ей разве ты не видишь что мы шутим,C S S C S S S C S S Q
289,как же ты перепугалась,S S S EX
290,поди выпей стакан воды и приди к нам я представлю тебе старинного друга и товарища,C S S S S S S C S S S S S S P
291,маше все еще не верилось,S S S S P
292,скажите правду ли муж говорит сказала она обращаясь к грозному сильвио правда ли что вы оба шутите,C S S S C S C S S S C S C S S S Q
293,он всегда шутит графиня отвечал ей сильвио; однажды дал он мне шутя пощечину шутя прострелил мне вот эту фуражку шутя дал сейчас по мне промах теперь и мне пришла охота пошутить,S S C C S S C S S S S S C S S S S S C S S S S S C S S S S S P
294,с этим словом он хотел в меня прицелиться при ней,S S S S S S S S S EX
295,маша бросилась к его ногам,S S S S P
296,встань маша стыдно закричал я в бешенстве; а вы сударь перестанете ли издеваться над бедной женщиной,C C C S S S C S C C S S S S S Q
297,будете ли вы стрелять или нет,S S S S S Q
298,не буду отвечал сильвио я доволен я видел твое смятение твою робость я заставил тебя выстрелить по мне с меня довольно,S C S C S C S S S C S C S S S S S C S S P
299,будешь меня помнить,S S P
300,предаю тебя твоей совести,S S S P
301,тут он было вышел но остановился в дверях оглянулся на простреленную мною картину выстрелил в нее почти не целясь и скрылся,S S S C S S S C S S S S C S S C S S C S P
302,жена лежала в обмороке люди не смели его остановить и с ужасом на него глядели он вышел на крыльцо кликнул ямщика и уехал прежде чем успел я опомниться,S S S C S S S S S S S S S S C S S S C S S S C S S S S P
303,граф замолчал,S P
304,таким образом узнал я конец повести коей начало некогда так поразило меня,S S S S S C S S S S S P
305,с героем оной уже я не встречался,S S S S S S P
306,сказывают что сильвио во время возмущения александра ипсиланти предводительствовал отрядом этеристов и был убит в сражении под скулянами,C S C S S S S C S S S S S S S S S P
307,кони мчатся по буграм топчут снег глубокий,S S S C S S P
308,вот в сторонке божий храм виден одинокий,C S S S S S P
309,вдруг метелица кругом,S S P
310,снег валит клоками,S S P
311,черный вран свистя крылом вьется над санями,S C S C S S P
312,вещий стон гласит печаль,S S S EX
313,кони торопливы чутко смотрят в темну даль воздымая гривы,S S S S S S C S P
314,жуковскийв конце 1811 года в эпоху нам достопамятную жил в своем поместье ненарадове добрый гаврила гаврилович р,S S S C S S S C S S S S S S S S P
315,он славился во всей округе гостеприимством и радушием соседи поминутно ездили к нему поесть попить поиграть по пяти копеек в бостон с его женою прасковьей петровною а некоторые для того чтоб поглядеть на дочку их марью гавриловну стройную бледную и семнадцатилетнюю девицу,S S S S S S S C S S S S S C C S S S S S S S S C S C S S S C S S S S C S C C S S S P
316,она считалась богатой невестою и многие прочили ее за себя или за сыновей,S S S C S S S S S S S S P
317,марья гавриловна была воспитана на французских романах и следственно была влюблена,S S S S S S S S S S P
318,предмет избранный ею был бедный армейский прапорщик находившийся в отпуску в своей деревне,C S C S S S C S S S S S P
319,само по себе разумеется что молодой человек пылал равною страстию и что родители его любезной заметя их взаимную склонность запретили дочери о нем и думать а его принимали хуже нежели отставного заседателя,S S S C S S S S S S S S S S C S S S C S S S S S C S S S C S S P
320,наши любовники были в переписке и всякий день видались наедине в сосновой роще или у старой часовни,S S S S S S S S S S S S S S S S P
321,там они клялися друг другу в вечной любви сетовали на судьбу и делали различные предположения,S S S S S S S C S S S S S S P
322,переписываясь и разговаривая таким образом они дошли до следующего рассуждения если мы друг без друга дышать не можем а воля жестоких родителей препятствует нашему благополучию то нельзя ли нам будет обойтись без нее,S S S S C S S S S C S S S S S S S C S S S S S S C S S S S S S S Q
323,разумеется что эта счастливая мысль пришла сперва в голову молодому человеку и что она весьма понравилась романическому воображению марьи гавриловны,C S S S S S S S S S S S S S S S S S S P
324,наступила зима и прекратила их свидания но переписка сделалась тем живее,S S S S S C S S S S P
325,владимир николаевич в каждом письме умолял ее предаться ему венчаться тайно скрываться несколько времени броситься потом к ногам родителей которые конечно будут тронуты наконец героическим постоянством и несчастием любовников и скажут им непременно дети придите в наши объятия,S S S S S S S S C S C S S C S S S S C C C S C C S S S S S S S S C C S S S P
326,марья гавриловна долго колебалась множество планов побега было отвергнуто,S S S C S S S S P
327,наконец она согласилась в назначенный день она должна была не ужинать и удалиться в свою комнату под предлогом головной боли,S S C S S S S S S S S S S S S S S S S P
328,девушка ее была в заговоре обе они должны были выйти в сад через заднее крыльцо за садом найти готовые сани садиться в них и ехать за пять верст от ненарадова в село жадрино прямо в церковь где уж владимир должен был их ожидать,S S S S C S S S S S S S S S C S S S S C S S S S S S S S S S S S C S S C S S S S S S P
329,накануне решительного дня марья гавриловна не спала всю ночь она укладывалась увязывала белье и платье написала длинное письмо к одной чувствительной барышне ее подруге другое к своим родителям,S S S S S S S S C S C S S S C S S S S S S C S C S S S P
330,она прощалась с ними в самых трогательных выражениях извиняла свой проступок неодолимою силою страсти и оканчивала тем что блаженнейшею минутою жизни почтет она ту когда позволено будет ей броситься к ногам дражайших ее родителей,S S S S S S S C S S S S S S S S C S S S S S S C S S S S S S S S S P
331,запечатав оба письма тульской печаткою на которой изображены были два пылающие сердца с приличной надписью она бросилась на постель перед самым рассветом и задремала но и тут ужасные мечтания поминутно ее пробуждали,S S S S C S S S S S S S S S C S S S S S S S S C S S S S S S S P
332,то казалось ей что в самую минуту как она садилась в сани чтоб ехать венчаться отец ее останавливал ее с мучительной быстротою тащил ее по снегу и бросал в темное бездонное подземелие и она летела стремглав с неизъяснимым замиранием сердца то видела она владимира лежащего на траве бледного окровавленного,S S C S S S C S S S S C S S C S S S C S S S S S S S S S S C S S S S S S S S S C S S S C S S C C P
333,он умирая молил ее пронзительным голосом поспешить с ним обвенчаться другие безобразные бессмысленные видения неслись перед нею одно за другим,C C S S S S S S S S S C S S S S S S S P
334,наконец она встала бледнее обыкновенного и с непритворной головною болью,S S C S S S S S S P
335,отец и мать заметили ее беспокойство их нежная заботливость и беспрестанные вопросы что с тобою маша не больна ли ты маша раздирали ее сердце,S S S S S C S S S S S C S S C C S S S C C S S P
336,она старалась их успокоить казаться веселою и не могла,S S S C S C S S P
337,наступил вечер,S P
338,мысль что уже в последний раз провожает она день посреди своего семейства стесняла ее сердце,C S S S S S S S S S S C S S P
339,она была чуть жива она втайне прощалась со всеми особами со всеми предметами ее окружавшими,S S S C S S S S S C S S C S P
340,подали ужинать сердце ее сильно забилось,S C S S S P
341,дрожащим голосом объявила она что ей ужинать не хочется и стала прощаться с отцом и матерью,S S S C S S S S C S S S S S S P
342,они ее поцеловали и по обыкновению благословили она чуть не заплакала,S S S C S C C S S S P
343,пришед в свою комнату она кинулась в кресла и залилась слезами,S S S C S S S S S S P
344,девушка уговаривала ее успокоиться и ободриться,S S S S S P
345,все было готово,S S P
346,через полчаса маша должна была навсегда оставить родительский дом свою комнату тихую девическую жизнь,S S S S S S S S C S C S S P
347,на дворе была метель ветер выл ставни тряслись и стучали все казалось ей угрозой и печальным предзнаменованием,S S S C S C S S S C S S S S S S P
348,скоро в доме все утихло и заснуло,S S S S S S P
349,маша окуталась шалью надела теплый капот взяла в руки шкатулку свою и вышла на заднее крыльцо,S S C S S C S S S S S S S S S P
350,служанка несла за нею два узла,S S S S S P
351,они сошли в сад,S S S P
352,метель не утихала ветер дул навстречу как будто силясь остановить молодую преступницу,S S C S S C S S S S S P
353,они насилу дошли до конца сада,S S S S S P
354,на дороге сани дожидались их,S S S S P
355,лошади прозябнув не стояли на месте кучер владимира расхаживал перед оглоблями удерживая ретивых,C C S S S C S S S S C S P
356,он помог барышне и ее девушке усесться и уложить узлы и шкатулку взял вожжи и лошади полетели,S S S S S S S S S S S C S C S S P
357,поручив барышню попечению судьбы и искусству терешки-кучера обратимся к молодому нашему любовнику,S S S S S S C S S S S P
358,целый день владимир был в разъезде,S S S S S P
359,утром был он у жадринского священника насилу с ним уговорился потом поехал искать свидетелей между соседними помещиками,S S S S S C S S S C S S S S S S P
360,первый к кому явился он отставной сорокалетний корнет дравин согласился с охотою,C S S S C S S S C S S P
361,это приключение уверял он напоминало ему прежнее время и гусарские проказы,S C S C S S S S S S P
362,он уговорил владимира остаться у него отобедать и уверил его что за другими двумя свидетелями дело не станет,S S S S S S S S S C S S S S S S S P
363,в самом деле тотчас после обеда явились землемер шмит в усах и шпорах и сын капитан-исправника мальчик лет шестнадцати недавно поступивший в уланы,S S C S S S S S C S S S C S S C S S C S S S P
364,они не только приняли предложение владимира но даже клялись ему в готовности жертвовать для него жизнию,S S S S S C S S S S S S S S S P
365,владимир обнял их с восторгом и поехал домой приготовляться,S S S S S S S S P
366,уже давно смеркалось,S S P
367,он отправил своего надежного терешку в ненарадово с своею тройкою и с подробным обстоятельным наказом а для себя велел заложить маленькие сани в одну лошадь и один без кучера отправился в жадрино куда часа через два должна была приехать и марья гавриловна,S S S S S S S S S S S S C S C S S S S S S S S S C S S S S S S C S S S S S S S S S P
368,дорога была ему знакома а езды всего двадцать минут,S S S C S S S S P
369,но едва владимир выехал за околицу в поле как поднялся ветер и сделалась такая метель что он ничего не взвидел,S S S S S S S C S S S S S S C S S S S P
370,в одну минуту дорогу занесло окрестность исчезла во мгле мутной и желтоватой сквозь которую летели белые хлопья снегу небо слилося с землею,S S S S C S S S S S S C S S S S S C S S S P
371,владимир очутился в поле и напрасно хотел снова попасть на дорогу лошадь ступала наудачу и поминутно то въезжала на сугроб то проваливалась в яму сани поминутно опрокидывались,S S S S S S S S S S C S S S S S S S S C S S S C S S P
372,владимир старался только не потерять настоящего направления,S S S S S S P
373,но ему казалось что уже прошло более получаса а он не доезжал еще до жадринской рощи,S S C S S S S C S S S S S S S P
374,прошло еще около десяти минут рощи все было не видать,S S S S C S S S S P
375,владимир ехал полем пересеченным глубокими оврагами,S S C S S P
376,метель не утихала небо не прояснялось,S S C S S P
377,лошадь начинала уставать а с него пот катился градом несмотря на то что он поминутно был по пояс в снегу,S S C S S S S S C S S C S S S S S S S P
378,наконец он увидел что едет не в ту сторону,S S C S S S S S P
379,владимир остановился начал думать припоминать соображать и уверился что должно было взять ему вправо,S C S C C C S C S S S S S P
380,он поехал вправо,S S P
381,лошадь его чуть ступала,S S S P
382,уже более часа он был в дороге,S S S S S S P
383,жадрино должно было быть недалеко,S S S S P
384,но он ехал ехал а полю не было конца,S S C C S S S S P
385,все сугробы да овраги поминутно сани опрокидывались поминутно он их подымал,S S S C S S C S S S P
386,время шло,S P
387,владимир начинал сильно беспокоиться,S S S P
388,наконец в стороне что-то стало чернеть,S S S S S P
389,владимир поворотил туда,S S P
390,приближаясь увидел он рощу,C S S P
391,слава богу подумал он теперь близко,S C S C S P
392,он поехал около рощи надеясь тотчас попасть на знакомую дорогу или объехать рощу кругом жадрино находилось тотчас за нею,S S S C S S S S S S S S S C S S S S P
393,скоро нашел он дорогу и въехал во мрак дерев обнаженных зимою,S S S S S S S S C S P
394,ветер не мог тут свирепствовать дорога была гладкая лошадь ободрилась и владимир успокоился,S S S S C S S C S C S S P
395,но он ехал ехал а жадрина было не видать роще не было конца,S S C C S S S S C S S S P
396,владимир с ужасом увидел что он заехал в незнакомый лес,S S S C S S S S S P
397,отчаяние овладело им он ударил по лошади бедное животное пошло было рысью но скоро стало приставать и через четверть часа пошло шагом несмотря на все усилия несчастного владимира,S S S S S S C S S S S C S S S S S S S S S C S S S S S P
398,мало-помалу деревья начали редеть и владимир выехал из лесу,S S S C S S S S P
399,жадрина было не видать,S S S P
400,должно было быть около полуночи,S S S S P
401,слезы брызнули из глаз его он поехал наудачу,S S S S C S S P
402,погода утихла тучи расходились перед ним лежала равнина устланная белым волнистым ковром,S C S C S S S C S S S P
403,ночь была довольно ясна,S S S P
404,он увидел невдалеке деревушку состоящую из четырех или пяти дворов,S S S C S S S S S P
405,владимир поехал к ней,S S S P
406,у первой избушки он выпрыгнул из саней подбежал к окну и стал стучаться,S S S S S S C S S S S S P
407,через несколько минут деревянный ставень поднялся и старик высунул свою седую бороду,S S S S S C S S S S S P
408,что те надо,S S Q
409,далеко ли жадрино,S S Q
410,жадрино-то далеко ли,S S Q
411,да да,C EX
412,далеко ли,S Q
413,недалече верст десяток будет,C S S P
414,при сем ответе владимир схватил себя за волосы и остался недвижим как человек приговоренный к смерти,S S S S S S S S S S C S C S S P
415,а отколе ты продолжал старик,S S C S P
416,владимир не имел духа отвечать на вопросы,S S S S S S P
417,можешь ли ты старик сказал он достать мне лошадей до жадрина,S S C C S C S S S S Q
418,каки у нас лошади отвечал мужик,S S S C S P
419,да не могу ли взять хоть проводника,S S S S S S Q
420,я заплачу сколько ему будет угодно,S C S S S P
421,постой сказал старик опуская ставень я те сына вышлю он те проводит,C S C S C S S S C S S P
422,владимир стал дожидаться,S S P
423,не прошло минуты он опять начал стучаться,S S C S S S P
424,ставень поднялся борода показалась,S C S P
425,что те надо,S S Q
426,что ж твой сын,S S S Q
427,сейчас выдет обувается,S C P
428,али ты прозяб взойди погреться,S S C S P
429,благодарю высылай скорее сына,C S S P
430,ворота заскрыпели парень вышел с дубиною и пошел вперед то указывая то отыскивая дорогу занесенную снеговыми сугробами,S C S S S S S S C S C S S C S S P
431,который час спросил его владимир,S C S S P
432,да уж скоро рассвенет отвечал молодой мужик,S S S C S S P
433,владимир не говорил уже ни слова,S S S S S P
434,пели петухи и было уже светло как достигли они жадрина,S C S S S C S S S P
435,церковь была заперта,S S P
436,владимир заплатил проводнику и поехал на двор к священнику,S S S S S S S S P
437,на дворе тройки его не было,S S S S S P
438,какое известие ожидало его,S S S EX
439,но возвратимся к добрым ненарадовским помещикам и посмотрим что-то у них делается,S S S S S S S C S S S P
440,а ничего,S P
441,старики проснулись и вышли в гостиную,S S S S S P
442,гаврила гаврилович в колпаке и байковой куртке прасковья петровна в шлафорке на вате,S S S S S S C S S S S S P
443,подали самовар и гаврила гаврилович послал девчонку узнать от марьи гавриловны каково ее здоровье и как она почивала,S C S S S S S S S S C S S S S S S P
444,девчонка воротилась объявляя что барышня почивала-де дурно но что ей-де теперь легче и что она-де сейчас придет в гостиную,S C C S S S C S S S S S S S S S S S P
445,в самом деле дверь отворилась и марья гавриловна подошла здороваться с папенькой и с маменькой,S S C S C S S S S S S S S S P
446,что твоя голова маша спросил гаврила гаврилович,S S C C S S P
447,лучше папенька отвечала маша,C C S P
448,ты верно маша вчерась угорела сказала прасковья петровна,C C C S C S S P
449,может быть маменька отвечала маша,S C C S P
450,день прошел благополучно но в ночь маша занемогла,S S C S S S S P
451,послали в город за лекарем,S S S S P
452,он приехал к вечеру и нашел больную в бреду,S S S S S S S S P
453,открылась сильная горячка и бедная больная две недели находилась у края гроба,S S C S S S S S S S S P
454,никто в доме не знал о предположенном побеге,S S S S S S S P
455,письма накануне ею написанные были сожжены ее горничная никому ни о чем не говорила опасаясь гнева господ,C S S C S C S S S S S S S C S S P
456,священник отставной корнет усастый землемер и маленький улан были скромны и недаром,C S C S S S S S S C S P
457,терешка-кучер никогда ничего лишнего не высказывал даже и во хмелю,S S S S S C S S S P
458,таким образом тайна была сохранена более чем полудюжиною заговорщиков,S S S S S S S S P
459,но марья гавриловна сама в беспрестанном бреду высказывала свою тайну,S S S S S S S S S P
460,однако ж ее слова были столь несообразны ни с чем что мать не отходившая от ее постели могла понять из них только то что дочь ее была смертельно влюблена во владимира николаевича и что вероятно любовь была причиною ее болезни,S S S S S S S S S C S C S S S S C S S S S S C S S S S S S S S S S C C S S S S P
461,она советовалась со своим мужем с некоторыми соседями и наконец единогласно все решили что видно такова была судьба марьи гавриловны что суженого конем не объедешь что бедность не порок что жить не с богатством а с человеком и тому подобное,S S S S C S S C S S S S C C C S S S S C S S S S C S S S C S S S S C S S C S S P
462,нравственные поговорки бывают удивительно полезны в тех случаях когда мы от себя мало что можем выдумать себе в оправдание,S S S S S S S C S S S S S S S S S S P
463,между тем барышня стала выздоравливать,S S S S P
464,владимира давно не видно было в доме гаврилы гавриловича,S S S S S S S S P
465,он был напуган обыкновенным приемом,S S S S P
466,положили послать за ним и объявить ему неожиданное счастье согласие на брак,S S S S S S S S C S S P
467,но каково было изумление ненарадовских помещиков когда в ответ на их приглашение получили они от него полусумасшедшее письмо,S S S S S C S S S S S S S S S S S EX
468,он объявлял им что нога его не будет никогда в их доме и просил забыть о несчастном для которого смерть остается единою надеждою,S S C S S S S S S S S C S S S S C S S S S S P
469,через несколько дней узнали они что владимир уехал в армию,S S S S C S S S S P
470,это было в 1812 году,S S S S P
471,долго не смели объявить об этом выздоравливающей маше,S S S S S S S P
472,она никогда не упоминала о владимире,S S S S S P
473,несколько месяцев уже спустя нашед имя его в числе отличившихся и тяжело раненных под бородиным она упала в обморок и боялись чтоб горячка ее не возвратилась,S S S C S S S S S S S S S S C S S S C S C S S S S P
474,однако слава богу обморок не имел последствия,C S C S S S P
475,другая печаль ее посетила гаврила гаврилович скончался оставя ее наследницей всего имения,S S S C S S C S S S S P
476,но наследство не утешало ее она разделяла искренно горесть бедной прасковьи петровны клялась никогда с нею не расставаться обе они оставили ненарадово место печальных воспоминаний и поехали жить в ское поместье,S S S S C S S S S S S C S S S S S C S S S C S S C S S S S S P
477,женихи кружились и тут около милой и богатой невесты но она никому не подавала и малейшей надежды,S S S S S S S S C S S S S S S S P
478,мать иногда уговаривала ее выбрать себе друга,S S S S S S P
479,марья гавриловна качала головой и задумывалась,S S S S S P
480,владимир уже не существовал он умер в москве накануне вступления французов,S S S C S S S C S S P
481,память его казалась священною для маши по крайней мере она берегла все что могло его напомнить книги им некогда прочитанные его рисунки ноты и стихи им переписанные для нее,S S S S S C S S S S S C S S S C C S S C S C S S C S S S P
482,соседи узнав обо всем дивились ее постоянству и с любопытством ожидали героя долженствовавшего наконец восторжествовать над печальной верностию этой девственной артемизы,C S S C S S S S S S S C C C S S S S S S P
483,между тем война со славою была кончена,S S S S S S P
484,полки наши возвращались из-за границы,S S S S P
485,народ бежал им навстречу,S S S P
486,офицеры ушедшие в поход почти отроками возвращались возмужав на бранном воздухе обвешанные крестами,C S S S S C C S S S C S P
487,солдаты весело разговаривали между собою вмешивая поминутно в речь немецкие и французские слова,S S S S C S S S S S S S P
488,время незабвенное,S EX
489,время славы и восторга,S S S EX
490,как сильно билось русское сердце при слове отечество,S S S S S S S EX
491,как сладки были слезы свидания,S S S S EX
492,с каким единодушием мы соединяли чувства народной гордости и любви к государю,S S S S S S S S S S S EX
493,а для него какая была минута,S S S S S EX
494,женщины русские женщины были тогда бесподобны,C S S S S P
495,обыкновенная холодность их исчезла,S S S P
496,восторг их был истинно упоителен когда встречая победителей кричали они ура,S S S S C C S C S C EX
497,и в воздух чепчики бросали,S S S S P
498,кто из тогдашних офицеров не сознается что русской женщине обязан он был лучшей драгоценнейшей наградою,S S S S S C S S S S S S C S Q
499,в это блистательное время марья гавриловна жила с матерью в губернии и не видала как обе столицы праздновали возвращение войск,S S S S S S S S S S S S S C S S S S S P
500,но в уездах и деревнях общий восторг может быть был еще сильнее,S S S S S S C S C S S P
501,появление в сих местах офицера было для него настоящим торжеством и любовнику во фраке плохо было в его соседстве,S S S S S S S S S C S S S S S S S S P
502,мы уже сказывали что несмотря на ее холодность марья гавриловна все по-прежнему окружена была искателями,S S C C S S S C S S S S S S P
503,но все должны были отступить когда явился в ее замке раненый гусарский полковник бурмин с георгием в петлице и с интересной бледностию как говорили тамошние барышни,S S S S C S S S S S S S S C S S S S S S S C S S S P
504,ему было около двадцати шести лет,S S S S S P
505,он приехал в отпуск в свои поместья находившиеся по соседству деревни марьи гавриловны,S S S S S S C S S S S S P
506,марья гавриловна очень его отличала,S S S S P
507,при нем обыкновенная задумчивость ее оживлялась,S S S S S P
508,бурмин был в самом деле очень милый молодой человек,S S S S S S S S P
