,input,target
516,некоторые казаки хотели было его связать и отвести в комендантскую канцелярию но он-де скрылся и находится вероятно в селе малыковке,S S S S S S S S S S C S S S S C C S S P
517,вследствие сего вышедший из-за польской границы с данным с добрянского форпосту пашпортом для определения на жительство по реке иргизу раскольник емельян иванов был найден и приведен ко управительским делам выборным митрофаном федоровым и филаретова раскольничьего скита иноком филаретом и крестьянином мечетной слободы степаном васильевым с товарищи оказался подозрителен бит кнутом а в допросе показал что он зимовейский служилый казак емельян иванов пугачев от роду 40 лет с той станицы бежал великим постом сего 72 года в слободу ветку за границу жил там недель 15 явился на добрянском форпосте где сказался вышедшим из польши и в августе месяце высидев тут 6 недель в карантине пришел в яицк и стоял с неделю у казака дениса степанова пьянова,S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S C S C S C S S S C S S S S S S S C S S S C S S S S S S S S S S S S S C S S S C S S S C S S S S C S S S C S S S S S C S S S S S S S S S S S P
518,а всё-де говорил он пьяный а об подданстве султану и встрече пашою и 5 мил не говаривал а имел-де он намерение в симбирскую провинциальную канцелярию явиться для определения к жительству на реке иргизе,S S S S C S S S S S S S S S S S C S S S S S S S S S S S S S S S P
519,по резолюции дворцовых дел был он отправлен под караул с мужиками малыковскими а сообщено сие в коменд канцелярию учрежденную в городе яицке 19 декабря1,S S S S S S S S S S S C S S S S S C S S S S S S
520,крестьянин семен филиппов содержался под караулом до самого 1775 года,S S S S S S S S S P
521,по окончании следствия над пугачевым и его сообщниками велено было его освободить и сверх того о награждении его филиппова яко доносителя в малыковке о начальном прельщении злодея пугачева представить на рассмотрение правительствующему сенату,S S S S S S S S S S S S S S S S S C C S S S S S S S S C S S S S P
522,см сентенцию 10 января 1775 года,S S S S S P
523,автор находит тут невероятности и пускается в рассуждения,S S S S S S S P
524,болтовня но вообще вся записка замечательна и вероятно составлена дипломатическим агентом находившимся в то время в петербурге,C S S S S S C C S S C S S S S S P
525,меры правительства,S P
526,состояние оренбурга,S P
527,объявление рейнсдорпа о пугачеве,S S S P
528,разбойник хлопуша,S P
529,пугачев под оренбургом,S S P
530,бердская слобода,S P
531,сообщники пугачева,S P
532,генерал-майор кар,S P
533,его неудача,S P
534,гибель полковника чернышева,S S P
535,кар оставляет армию,S S P
536,бибиковоренбургские дела принимали худой оборот,S S S S P
537,с часу на час ожидали общего возмущения яицкого войска башкирцы взволнованные своими старшинами начали нападать на русские селения и кучами присоединяться к войску бунтовщиков,S S S S S S S S C C S S C S S S S S S S S S S P
538,служивые калмыки бежали с форпостов,S S S S P
539,мордва чуваши черемисы перестали повиноваться русскому начальству,C C S S S S P
540,господские крестьяне явно оказывали свою приверженность самозванцу и вскоре не только оренбургская но и пограничные с нею губернии пришли в опасное колебание,S S S S S S C S S S S C S S S S S S S S S P
541,губернаторы казанский фон-брант сибирский чичерин и астраханский кречетников вслед за рейнсдорпом известили государственную военную коллегию о яицких происшествиях,C C C C S S C C S S C S S S S S S P
542,императрица с беспокойством обратила внимание на возникающее бедствие,S S S S S S S P
543,тогдашние обстоятельства сильно благоприятствовали беспорядкам,S S S S P
544,войска отовсюду были отвлечены в турцию и в волнующуюся польшу,S S S S S S S S S P
545,строгие меры принятые по всей россии для прекращения недавно свирепствовавшей чумы производили в черни общее негодование,S C S S S S S S S S C S S S S P
546,рекрутский набор усиливал затруднения,S S S P
547,повелено было нескольким ротам и эскадронам из москвы петербурга новагорода и бахмута наскоро следовать в казань,S S S S S S S C C S S S S S S P
548,начальство над ними поручено генерал-майору кару отличившемуся в польше твердым исполнением строгих предписаний начальства,S S S S S C S S S S S S S P
549,он находился в петербурге при приеме рекрут,S S S C S S P
550,ему велено было сдать свою бригаду генерал-майору нащокину и спешить к местам угрожаемым опасностию,S S S S S S S S S S S C S P
551,к нему присоединили генерал-майора фреймана уже усмирявшего раз яицкое войско и хорошо знавшего театр новых беспорядков,S S S S C S S S S S S S S S S P
552,начальникам окрестных губерний велено было с их стороны делать нужные распоряжения,S S S S C S S C S S P
553,манифестом от 15 октября правительство объявило народу о появлении самозванца увещевая обольщенных отстать заблаговременно от преступного заблуждения,S S S S S S S S S C S S S S S S P
554,обратимся к оренбургу,S S P
555,в сем городе находилось до трех тысяч войска и до семидесяти орудий,S S S S S S S S S S S P
556,с таковыми средствами можно и должно было уничтожить мятежников,S S S S S S S S P
557,к несчастию между военными начальниками не было ни одного знавшего свое дело,S C S S S S S S C S S P
558,оробев с самого начала они дали время пугачеву усилиться и лишили себя средств к наступательным движениям,S S S C S S S S S S S S S S S P
559,оренбург претерпел бедственную осаду коей любопытное изображение сохранено самим рейнсдорпом,S S S C S S S S S P
560,несколько дней появление пугачева было тайною для оренбургских жителей но молва о взятии крепостей вскоре разошлась по городу а поспешное выступление билова подтвердило справедливые слухи,S S S S S S S S C S S S S S S S S C S S S S S S P
561,в оренбурге оказалось волнение казаки с угрозами роптали устрашенные жители говорили о сдаче города,S S S C S S S C S S S S S P
562,схвачен был зачинщик смятения отставной сержант подосланный пугачевым,S S S C S C S P
563,в допросе он показал что имел намерение заколоть губернатора,S S S C S S S S P
564,в селениях около оренбурга начали показываться возмутители,S C S C S S P
565,рейнсдорп обнародовал объявление о пугачеве в коем объяснял его настоящее звание и прежние преступления,S S S S C S S S S S S S S P
566,оно было писано темным и запутанным слогом,S S S S S S P
567,в нем было сказано что о злодействующем с яицкой стороны носится слух якобы он другого состояния нежели как есть но что он в самом деле донской казак емельян пугачев за прежние преступления наказанный кнутом с поставлением на лице знаков,S S S C S S S S S S S C S S S C S S C S S S S S S S S S C S S S S S S S S S P
568,сие показание было несправедливо,S S S P
569,рейнсдорп поверил ложному слуху и мятежники потом торжествовали укоряя его в клевете,S S S C S S S C S S S P
570,казалось все меры предпринимаемые рейнсдорпом обращались ему во вред,C S C S C S S S P
571,в оренбургском остроге содержался тогда в оковах злодей известный под именем хлопуши,S S S S S S S C S S S P
572,двадцать лет разбойничал он в тамошних краях три раза ссылаем был в сибирь и три раза находил способ уходить,S S S S S S C S S S S S S S S S S S P
573,рейнсдорп вздумал употребить смышленого каторжника и чрез него переслать в шайку пугачевскую увещевательные манифесты,S S S S S S S S S S S S S P
574,хлопуша явился в точности исполнить его препоручения,S S S S S S P
575,он был освобожден явился прямо к пугачеву и вручил ему самому все губернаторские бумаги,S S C S S S S S S S S S S P
576,знаю братец что тут написано сказал безграмотный пугачев и подарил ему полтину денег и платье недавно повешенного киргизца,C C S S C S S S S S S S S S S S S P
577,хорошо зная край на который так долго наводил ужас своими разбоями хлопуша сделался ему необходим,S S C S S S S S S S C S S S P
578,пугачев наименовал его полковником и поручил ему грабеж и возмущение заводов,S S S S S S S S S S P
579,хлопуша оправдал его доверенность,S S S P
580,он пошел по реке сакмаре возмущая окрестные селения явился на бугульчанской и стерлитамацкой пристанях и на уральских заводах и переслал оттоле пугачеву пушки ядра и порох умножа свою шайку приписными крестьянами и башкирцами товарищами его разбоев,S S S S C S S C S S S S S S S S S S S S S S C S S C S S S S S S C S S P
581,5 октября пугачев со своими силами расположился лагерем на казачьих лугах в пяти верстах от оренбурга,S S S S S S S S S S C S S S S P
582,он тотчас двинулся вперед и под пушечными выстрелами поставил одну батарею на паперти церкви у самого предместия а другую в загородном губернаторском доме,S S S S S S S S S S S S S S S S C S S S S S P
583,он отступил отбитый сильною пальбою,S C S S P
584,в тот же день по приказанию губернатора предместие было выжжено,S S S S S S S S S P
585,уцелела одна только изба и георгиевская церковь,S S S S S S P
586,жители переведены были в город и им обещано вознаграждение за весь убыток,S S S S C S S S S S S P
587,начали очищать ров окружающий город а вал обносить рогатками,S S C S C S S S P
588,ночью около всего города запылали скирды заготовленного на зиму сена,S S S S S S S S S P
589,губернатор не успел перевезти оное в город,S S S S S S P
590,противу зажигателей выступил майор наумов,S S S S P
591,с ним было тысяча пятьсот человек конницы и пехоты,S S S S S S S S P
592,встреченный пушками он перестреливался и отступил безо всякого успеха,S C S S S S S S P
593,его солдаты робели а казакам он не доверял,S S C S S S S P
594,рейнсдорп собрал опять совет из военных и гражданских своих чиновников и требовал от них письменного мнения выступить ли еще противу злодея или под защитой городских укреплений ожидать прибытия новых войск,S S S S S S S S S S S S S S S C S S S S C S S S S S S S S Q
595,на сем совете действительный статский советник старов-милюков один объявил мнение достойное военного человека идти противу бунтовщиков,S S S S S S S S S C S S C S S P
596,прочие боялись новою неудачею привести жителей в опасное уныние и только думали защищаться,S S S S S S S S S S S S P
597,с последним мнением согласился и рейнсдорп,S S S S S P
598,8 октября мятежники выехали грабить меновой двор находившийся в трех верстах от города,S S S S S S C S S S S S P
599,высланный противу их отряд прогнал их убив на месте двести человек и захватив до ста шестнадцати,S S S S S C S S S S S S S S S P
600,рейнсдорп желая воспользоваться сим случаем несколько ободрившим его войско хотел на другой день выступить противу пугачева но все начальники единогласно донесли ему что на войско никаким образом положиться было невозможно солдаты приведенные в уныние и недоумение сражались неохотно а казаки на самом месте сражения могли соединиться с мятежниками и следствия их измены были бы гибелью для оренбурга,C S S S C S S S C S S S S S S C S S S S S C S S S S S S S C C S S S S C S C S S S S S S S S S C S S S S S S S S P
601,бедный рейнсдорп не знал что делать,S S S C S P
602,он кое-как успел однако ж уговорить и усовестить своих подчиненных и 12 октября наумов вывел опять из города свое ненадежное войско,S S C S C S S S S C S S S S S S S S S S P
603,сражение завязалось,S P
604,артиллерия пугачева была превосходнее числом вывезенной из города,S S S S S S S P
605,оренбургские казаки с непривычки робели ядер и жались к городу под прикрытие пушек расставленных по валу,S S S S S S S S S C S S C S S P
606,отряд наумова был окружен со всех сторон многочисленными толпами,S S S S S S S S P
607,он выстроился в карре и начал отступать отстреливаясь от неприятеля,S S S S S S C S S P
608,сражение продолжалось четыре часа,S S S P
609,наумов убитыми ранеными и бежавшими потерял сто семнадцать человек,S C S S S S S S P
610,не проходило дня без перестрелок,S S S S P
611,мятежники толпами разъезжали около городского вала и нападали на фуражиров,S S S S S S S S S P
612,пугачев несколько раз подступал под оренбург со всеми своими силами,S S S S S S S S S P
613,но он не имел намерения взять его приступом,S S S S S S S P
614,не стану тратить людей говорил он сакмарским казакам выморю город мором,S S S C S S S C S S P
615,не раз находил он способ доставлять жителям возмутительные свои листы,S S S S S S S S S P
616,схватили в городе несколько злодеев подосланных от самозванца у них находили порох и фитили,S S S S C S S C S S S S S P
617,вскоре в оренбурге оказался недостаток в сене,S S S S S S P
618,у войска и у жителей худые и к работе не способные лошади были отобраны и отправлены частию к илецкой защите и к верхо-яицкой крепости частию в уфимский уезд,S S S S S S S S S S S S S S S S S S S S S S S C S S S P
619,но в нескольких верстах от города лошади были захвачены бунтующими крестьянами и татарами а казаки гнавшие табун отосланы к пугачеву,S S S S S S S S S S S S C S C S C S S P
620,осенняя стужа настала ранее обыкновенного,S S S S P
621,с 14 октября начались уже морозы,S S S S S P
622,16-го выпал снег,S S P
623,18-го пугачев зажегши свой лагерь со всеми тяжестями пошел обратно от яика к сакмаре и расположился под бердскою слободою близ летней сакмарской дороги в семи верстах от оренбурга,S C S S C S S S S S S S S S S S S S C S S S C S S S S P
624,оттоле разъезды его не переставали тревожить город нападать на фуражиров и держать гарнизон во всегдашнем опасении,S S S S S S C S S S S S S S S P
625,2 ноября пугачев со всеми силами подступил опять к оренбургу и поставя около всего города батареи открыл ужасный огонь,S S S S S S S S S S C S S S S C S S P
626,с городской стены отвечали ему тем же,S S S S S S P
627,между тем человек тысяча из его пехоты со стороны реки закравшись в погреба выжженного предместья почти у самого вала и рогаток стреляли из ружей и сайдаков,S S S S S S C S S S S S S S C S S S S S C S S S S P
628,сам пугачев ими предводительствовал,S S S P
629,егеря полевой команды выгнали их из предместия,S S S S S S P
630,пугачев едва не попался в плен,S S S S S P
631,вечером огонь утих но во всю ночь мятежники пальбою сопровождали бой часов соборной церкви делая по выстрелу на каждый час,S S C S S S S S S S S S S C S S S S S P
632,на другой день огонь возобновился несмотря на стужу и метель,S S S S C S S S S P
633,мятежники в церкви разложили огонь истопили избу уцелевшую в выжженном предместии и грелись попеременно,S S S S C S C S S S C S S P
634,пугачев поставил пушку на паперти а другую велел втащить на колокольню,S S S S C S S S S S P
635,в версте от города находилась высокая мишень служившая целью во время артиллерийских учений,S S S S S S C S S S S S P
636,мятежники устроили там свою главную батарею,S S S S S P
637,обоюдная пальба продолжалась целый день,S S S S P
638,ночью пугачев отступил претерпев незначительный урон и не сделав вреда осажденным,S S C S S S S S S S P
639,утром из города высланы были невольники под прикрытием казаков срыть мишень и другие укрепления а избу разломать,S S S S S C S S C S S S S C S S P
640,в церкви куда мятежники приносили своих раненых видны были на помосте кровавые лужи,S C S S S S C S S S S S P
641,оклады с икон были ободраны напрестольное одеяние изорвано в лоскутья,S S S S C S S S S P
642,церковь осквернена была даже калом лошадиным и человечьим,S S S S S S S P
643,стужа усилилась,S P
644,6 ноября пугачев с яицкими казаками перешел из своего нового лагеря в самую слободу,S S S S S S S S S S S S S P
645,башкирцы калмыки и заводские крестьяне остались на прежнем месте в своих кибитках и землянках,C S S S S S S S C S S S S P
646,разъезды нападения и перестрелки не прекращались,C S S S S P
647,с каждым днем силы пугачева увеличивались,S S S S S P
648,войско его состояло уже из двадцати пяти тысяч ядром оного были яицкие казаки и солдаты захваченные по крепостям но около их скоплялось неимоверное множество татар башкирцев калмыков бунтующих крестьян беглых каторжников и бродяг всякого рода,S S S S S S S C S S S S S S C S S C S S S S S S C C C S C S S S S S P
649,вся эта сволочь была кое-как вооружена кто копьем кто пистолетом кто офицерской шпагой,S S S S S C S C S C S S P
650,иным розданы были штыки наткнутые на длинные палки другие носили дубины большая часть не имела никакого оружия,S S S C S S S C S S C S S S S S P
651,войско разделено было на полки состоящие из пятисот человек,S S S S C S S S P
652,жалованье получали одни яицкие казаки прочие довольствовались грабежом,S S S S C S S P
653,вино продавалось от казны,S S S P
654,корм и лошадей доставляли от башкирцев,S S S S S P
655,за побег объявлена была смертная казнь,S S S S S P
656,десятник головою отвечал за своего беглеца,S S S S S P
657,учреждены были частые разъезды и караулы,S S S S S P
658,пугачев строго наблюдал за их исправностию сам их объезжая иногда и ночью,S S S S S C S S C S S P
659,учения происходили почти всякий день,S S S S P
660,церковная служба отправлялась ежедневно,S S S P
661,на ектении поминали государя петра феодоровича и супругу его государыню екатерину алексеевну,S S S S S S S S C S S P
662,пугачев будучи раскольником в церковь никогда не ходил,C S C S S S S P
663,когда ездил он по базару или по бердским улицам то всегда бросал в народ медными деньгами,S S S S S S S S C S S S S S S P
664,суд и расправу давал сидя в креслах перед своею избою,S S S S S S S S S P
665,по бокам его сидели два казака один с булавою другой с серебряным топором,S S S S S C S S C S S S P
666,подходящие к нему кланялись в землю и перекрестясь целовали его руку,S S S S S S C C S S P
667,бердская слобода была вертепом убийств и распутства,S S S S S S P
668,лагерь полон был офицерских жен и дочерей отданных на поругание разбойникам,S S S S S S C S S S P
669,казни происходили каждый день,S S S P
670,овраги около берды были завалены трупами расстрелянных удавленных четвертованных страдальцев,S S S S S S C C S P
671,шайки разбойников устремлялись во все стороны пьянствуя по селениям грабя казну и достояние дворян но не касаясь крестьянской собственности,S S S S S C S S C S S S S C S S S S P
672,смельчаки подъезжали к рогаткам оренбургским иные наткнув шапку на копье кричали господа казаки пора вам одуматься и служить государю петру федоровичу,S S S S C C S S S C C S C S S S S S S S P
673,другие требовали чтобы им выдали мартюшку бородина и звали казаков к себе в гости говоря у нашего батюшки вина много,S C S S S S C S S S S S S C C S S S S EX
674,из города противу их выезжали наездники и завязывались перестрелки иногда довольно жаркие,S S S S S C S S C S S P
675,нередко сам пугачев являлся тут же хвастая молодечеством,S S S S S C S P
676,однажды прискакал он пьяный потеряв шапку и шатаясь на седле и едва не попался в плен,S S C C S S S S S C S S S S S P
677,казаки спасли его и утащили подхватив его лошадь под уздцы,S S S S C S S S S P
678,пугачев не был самовластен,S S S P
679,яицкие казаки зачинщики бунта управляли действиями прошлеца не имевшего другого достоинства кроме некоторых военных познаний и дерзости необыкновенной,S C S C S S C S S S C S S S S S S P
680,он ничего не предпринимал без их согласия они же часто действовали без его ведома а иногда и вопреки его воле,S S S S S S C S S S S S S C S S S S S P
681,они оказывали ему наружное почтение при народе ходили за ним без шапок и били ему челом но наедине обходились с ним как с товарищем и вместе пьянствовали сидя при нем в шапках и в одних рубахах и распевая бурлацкие песни,S S S S C S S S S S S S S S S C S S S S S S S S S S C S S S S S S S S S S S S P
682,пугачев скучал их опекою,S S S P
683,улица моя тесна говорил он денису пьянову пируя на свадьбе младшего его сына,S S C S S S C S S S S S P
684,не терпя постороннего влияния на царя ими созданного они не допускали самозванца иметь иных любимцев и поверенных,S S S S S C S C S S S S S S S S P
685,пугачев в начале своего бунта взял к себе в писаря сержанта кармицкого простив его под самой виселицей,S S S S S S S S S S S C S S S S P
686,кармицкий сделался вскоре его любимцем,S S S S P
687,яицкие казаки при взятии татищевой удавили его и бросили с камнем на шее в воду,S C S S C S S S S S S S S S P
688,пугачев о нем осведомился,S S S P
689,он пошел отвечали ему к своей матушке вниз по яику,S C S C S S S S S P
690,пугачев молча махнул рукой,S S S P
691,молодая харлова имела несчастие привязать к себе самозванца,S S S S S S S P
692,он держал ее в своем лагере под оренбургом,S S S S S S S P
693,она одна имела право во всякое время входить в его кибитку по ее просьбе прислал он в озерную приказ похоронить тела им повешенных при взятии крепости,S S S S S S S S S S C S S S S S S S C S S S S S S P
694,она встревожила подозрения ревнивых злодеев и пугачев уступив их требованию предал им свою наложницу,S S S S C S C S S C S S S P
695,харлова и семилетний брат ее были расстреляны,S S S S S S P
696,раненые они сползлись друг с другом и обнялись,C S S S S S S P
697,тела их брошенные в кусты оставались долго в том же положении,S C S S C S S S S S P
698,в числе главных мятежников отличался зарубин с самого начала бунта сподвижник и пестун пугачева,S S S S S C S S S S S S S P
699,он именовался фельдмаршалом и был первый по самозванце,S S S S S S S P
700,овчинников шигаев лысов и чумаков предводительствовали войском,C C S S S S P
701,все они назывались именами вельмож окружавших в то время престол екатерины,S S S S C S S S S S P
702,чика графом чернышевым шигаев графом воронцовым овчинников графом паниным чумаков графом орловым,S S C S S C S S C S S P
703,отставной артиллерийский капрал белобородов пользовался полною доверенностию самозванца,S S S S S S S P
704,он вместе с падуровым заведовал письменными делами у безграмотного пугачева и ввел строгий порядок и повиновение в шайках бунтовщиков,S S S S S S S S S S S S S S S S S S P
705,перфильев при начале бунта находившийся в петербурге по делам яицкого войска обещался правительству привести казаков в повиновение и выдать самого пугачева в руки правосудия но приехав в берду оказался одним из самых ожесточенных бунтовщиков и соединил судьбу свою с судьбою самозванца,C S S S S S S S S S C S S S S S S S S S S S S C C S S C S S S S S S S S S S S S P
706,разбойник хлопуша из-под кнута клейменный рукою палача с ноздрями вырванными до хрящей был один из любимцев пугачева,S C S S S S C S C S S C S S S S P
707,стыдясь своего безобразия он носил на лице сетку или закрывался рукавом как будто защищаясь от мороза,S S C S S S S S S S C S S S S P
708,вот какие люди колебали государством,S S S S EX
709,кар между тем прибыл на границу оренбургской губернии,S S S S S S S P
710,казанский губернатор еще до приезда его успел собрать несколько сот гарнизонных отставных и поселенных солдат и расположить их частию около кичуевского фельдшанца частию по реке черемшану на половине дороги от кичуева до ставрополя,S S S S S S S S S S C S S S S S S S S S S C S S S C S S S S S S P
711,на волге находились человек тридцать рядовых при одном офицере для поимки разбойников им велено было примечать за движениями бунтовщиков,S S S S S S S S S S S C S S S S S S P
712,брант писал в москву к генерал-аншефу князю волконскому требуя от него войска,S S S S S S S C S S S P
713,но московский гарнизон был весь отряжен для отвода рекрут а томский полк находившийся в москве содержал караулы на заставах учрежденных в 1771 году во время свирепствовавшей чумы,S S S S S S S S C S S C S S C S S S C S S S S S S S P
714,князь волконский мог отрядить только триста рядовых при одной пушке и тотчас послал их на подводах в казань,S S S S S S S S S S S S S S S S S P
715,кар предписал симбирскому коменданту полковнику чернышеву идущему по самарской линии к оренбургу занять как можно скорее татищеву,S S S S S C S S S S S C S S S S P
716,он был намерен тотчас по прибытии генерал-майора фреймана находившегося в калуге для приема рекрут послать его на подкрепление чернышеву,S S C S S S S C S S S S S C S S S S P
717,кар не сумневался в успехе,S S S S P
718,опасаюсь только писал он графу з г чернышеву чтобы сии разбойники сведав о приближении команд не обратились бы в бег не допустя до себя оных по тем же самым местам отколь они появились,S C S S S S S C S S C S S S C S S S S C S S S S C S S S S C S S P
719,он предвидел затруднения только в преследовании пугачева по причине зимы и недостатка в коннице,S S S S S S C S S S S S S P
720,в начале ноября не дождавшись ни артиллерии ни ста семидесяти гренадер посланных к нему из симбирска ни высланных к нему из уфы вооруженных башкирцев и мещеряков он стал подаваться вперед,S S C S S S C S S S C S S S S C S S S S S S S S S C S S S P
721,на дороге во ста верстах от оренбурга он узнал что отряженный от пугачева ссыльный разбойник хлопуша вылив пушки на овзяно-петровском заводе и возмутив приписных крестьян и окрестных башкирцев возвращается под оренбург,S C S S S S C S C S S S S S S C S S S S S S S S S S S C S S P
722,кар поспешил пресечь ему дорогу и 7 ноября послал секунд-майора шишкина с четырьмястами рядовых и двумя пушками в деревню юзееву а сам с генералом фрейманом и премиер-майором ф варнстедом только что подоспевшими из калуги выступил из сарманаевой,S S S S S S S S S S S S S S S S S S S C S S S S S S S S C S S S S C S S P
723,шишкин был встречен под самой юзеевой шестьюстами мятежниками,S S S S S S S P
724,татары и вооруженные крестьяне бывшие при нем тотчас передались,S S S C S S C S P
725,шишкин однако рассеял сию толпу несколькими выстрелами,C C S S S S P
726,он занял деревню куда кар и фрейман и прибыли в четвертом часу ночи,S S C S S S S S S S S S P
727,войско было так утомлено что невозможно было даже учредить конные разъезды,S S S C S S S S S S P
728,генералы решились ожидать света чтобы напасть на бунтовщиков и на заре увидели перед собой ту же толпу,S S S C S S S C S S S S S S S S P
729,мятежникам передали увещевательный манифест они его приняли но отъехали с бранью говоря что их манифесты правее и начали стрелять из бывшей у них пушки,S S S C S S C S S S C C S S S C S S S S S S S P
730,их разогнали опять,S S P
731,в это время кар услышал у себя в тылу четыре дальних пушечных выстрела,S S S S S S S S S S S S P
732,он испугался и поспешно начал отступать полагая себя отрезанным от казани,S S S S S C S S S S P
733,тут более двух тысяч мятежников наскакали со всех сторон и открыли огонь из девяти орудий,S S S S S S S S S S S S S S P
734,пугачев сам ими предводительствовал,S S S P
735,хлопуша успел с ним соединиться,S S S S P
736,рассыпавшись по полям на расстоянии пушечного выстрела они были вне всякой опасности,S S S S S S C S S S S P
737,конница кара была утомлена и малочисленна,S S S S S P
738,мятежники имея добрых лошадей при наступлении пехоты отдалялись проворно перевозя свои пушки с одной горы на другую и таким образом семнадцать верст сопровождали отступающего кара,C S S C S S S C S S S S S S S S C S S S S S S S P
739,он целых восемь часов отстреливался из своих пяти пушек бросил свой обоз и потерял не более ста двадцати человек убитыми ранеными и бежавшими,S S S S S S S S C S S S S S S S S S S C S S P
740,башкирцы ожидаемые из уфы не бывали находившиеся в недальнем расстоянии под начальством князя уракова бежали заслыша пальбу,C S S C S C S S S S S S S S C S P
741,солдаты по большей части престарелые или рекруты громко роптали и готовы были сдаться молодые офицеры не бывавшие в огне не умели их ободрить,C S S S S S C S S S S S C S C S S S C S S S P
742,гренадеры отправленные на подводах из симбирска при поручике карташове ехали с такой оплошностию что даже ружья не были у них заряжены и каждый спал в своих санях,C S S S S S S S C S S S C S S S S S S S S S S S S S P
743,они сдались с четырех первых выстрелов услышанных каром поутру из деревни юзеевой,S S S S S C S S S S S P
744,кар потерял вдруг свою самонадеянность,S S S S P
745,с донесением о своем уроне он представил военной коллегии что для поражения пугачева нужны не слабые отряды а целые полки надежная конница и сильная артиллерия,S S S S S S S S C S S S S S S S C S S C S S S S P
