,input,target
220,тронутый преданностию старого кучера дубровский замолчал и предался снова размышлениям,S S S C S C S S S P
221,прошло более часа вдруг гриша пробудил его восклицанием вот покровское,S S C S S S S C S EX
222,дубровский поднял голову,S S P
223,он ехал берегом широкого озера из которого вытекала речка и вдали извивалась между холмами на одном из них над густою зеленью рощи возвышалась зеленая кровля и бельведер огромного каменного дома на другом пятиглавая церковь и старинная колокольня около разбросаны были деревенские избы с их огородами и колодезями,S S S S C S S S S S S S S C S S S S S S S S S S S S S S S C S S S S S S C S S S S S S S S S P
224,дубровский узнал сии места он вспомнил что на сем самом холму играл он с маленькой машей троекуровой которая была двумя годами его моложе и тогда уже обещала быть красавицей,S S S C S C S S S S S S S S S S C S S S S S S S S S S S P
225,он хотел об ней осведомиться у антона но какая-то застенчивость удержала его,S S S S S S C S S S S P
226,подъехав к господскому дому он увидел белое платье мелькающее между деревьями сада,S S S C S S S C S S S P
227,в это время антон ударил по лошадям и повинуясь честолюбию общему и деревенским кучерам как и извозчикам пустился во весь дух через мост и мимо села,S S S S S S S C S C S S S S S S C S S S S S S S S P
228,выехав из деревни поднялись они на гору и владимир увидел березовую рощу и влево на открытом месте серенький домик с красной кровлею сердце в нем забилось перед собою видел он кистеневку и бедный дом своего отца,S S C S S S C S S S S C S S S S S S S S S C S S S C S S S S S S S S S P
229,через 10 минут въехал он на барский двор,S S S S S S S P
230,он смотрел вокруг себя с волнением неописанным,S S S S S S P
231,12 лет не видал он своей родины,S S S S S S P
232,березки которые при нем только что были посажены около забора выросли и стали теперь высокими ветвистыми деревьями,C S S S S S S S S C S S S S S S P
233,двор некогда украшенный тремя правильными цветниками меж коими шла широкая дорога тщательно выметаемая обращен был в некошаный луг на котором паслась опутанная лошадь,C S S S S C S S S S C S C S S S S C S S S S P
234,собаки было залаяли но узнав антона умолкли и замахали косматыми хвостами,S S C C S C S S S S P
235,дворня высыпала из людских изоб и окружила молодого барина с шумными изъявлениями радости,S S S S S S S S S S S S P
236,насилу мог он продраться сквозь их усердную толпу и взбежал на ветхое крыльцо в сенях встретила его егоровна и с плачем обняла своего воспитанника,S S S S S S S C S S S S C S S S S S S S S S S P
237,здорово здорово няня повторял он прижимая к сердцу добрую старуху что батюшка где он каков он,C C C S C S S S S C S C S C S Q
238,в эту минуту в залу вошел насилу передвигая ноги старик высокого роста бледный и худой в халате и колпаке,S S S S S C S S C S S C S S C S S S P
239,здравствуй володька сказал он слабым голосом и владимир с жаром обнял отца своего,C C S S S C S S S S S S P
240,радость произвела в больном слишком сильное потрясение он ослабел ноги под ним подкосились и он бы упал если бы сын не поддержал его,S S S S S S C S C S S S C S S S C S S S S S P
241,зачем ты встал с постели говорила ему егоровна на ногах не стоишь а туда же норовишь куда и люди,S S S S C S S C S S S C S S S C S S P
242,старика отнесли в спальню,S S S P
243,он силился с ним разговаривать но мысли мешались в его голове и слова не имели никакой связи,S S S S C S S S S S C S S S S S P
244,он замолчал и впал в усыпление,S S S S S P
245,владимир поражен был его состоянием,S S S S P
246,он расположился в его спальне и просил оставить его наедине с отцом,S S S S C S S S S S S P
247,домашние повиновались и тогда все обратились к грише и повели в людскую где и угостили его по-деревенскому со всевозможным радушием измучив его вопросами и приветствиями,S C S S S S S C S S S C S S S S C S S C S S S S P
248,где стол был яств там гроб стоит,S S S C S S P
249,несколько дней спустя после своего приезда молодой дубровский хотел заняться делами но отец его был не в состоянии дать ему нужные объяснения у андрея гавриловича не было поверенного,S S S S S S S S S S C S S S S S S S S S S C S S S S S P
250,разбирая его бумаги нашел он только первое письмо заседателя и черновой ответ на оное из того не мог он получить ясное понятие о тяжбе и решился ожидать последствий надеясь на правоту самого дела,S S C S S S S S S S S S S C S S S S S S S S S C S S S C S S S S P
251,между тем здоровье андрея гавриловича час от часу становилось хуже,S S S S S S S S S P
252,владимир предвидел его скорое разрушение и не отходил от старика впадшего в совершенное детство,S S S S S S S S S C S S S P
253,между тем положеный срок прошел и апеллация не была подана,S S S S C S S S S P
254,кистеневка принадлежала троекурову,S S P
255,шабашкин явился к нему с поклонами и поздравлениями и просьбою назначить когда угодно будет его высокопревосходительству вступить во владение новоприобретенным имением самому или кому изволит он дать на то доверенность,S S S S S S S S S S C S S S S S S S S S C S S S S S S S S P
256,кирила петрович смутился,S S P
257,от природы не был он корыстолюбив желание мести завлекло его слишком далеко совесть его роптала,S S S S S C S S S S S C S S P
258,он знал в каком состоянии находился его противник старый товарищ его молодости и победа не радовала его сердце,S C S S S S S C S S S C S S S S S P
259,он грозно взглянул на шабашкина ища к чему привязаться чтоб его выбранить но не нашед достаточного к тому предлога сказал ему сердито пошел вон не до тебя,S S S S C S S S C S S C S S S S S S C S S C S C S S P
260,шабашкин видя что он не в духе поклонился и спешил удалиться,C C S S S S C S S S P
261,а кирила петрович оставшись наедине стал расхаживать взад и вперед насвистывая гром победы раздавайся что всегда означало в нем необыкновенное волнение мыслей,S S C S C S S S S C C S S C S S S S S S S P
262,наконец он велел запрячь себе беговые дрожки оделся потеплее и сам правя выехал со двора,S S S S S S C S S C S C S S P
263,вскоре завидел он домик андрея гавриловича и противуположные чувства наполнили душу его,S S S S S C S S S S S P
264,удовлетворенное мщение и властолюбие заглушали до некоторой степени чувства более благородные но последние наконец восторжествовали,S S S S S S S S S S C S S S P
265,он решился помириться с старым своим соседом уничтожить и следы ссоры возвратив ему его достояние,S S S S S S C S S S C S S S P
266,облегчив душу сим благим намерением кирила петрович пустился рысью к усадьбе своего соседа и въехал прямо на двор,S S S S C S S S S S S S C S S S S P
267,в это время больной сидел в спальней у окна,S S S S S S S S P
268,он узнал кирила петровича и ужасное смятение изобразилось на лице его багровый румянец заступил место обыкновенной бледности глаза засверкали он произносил невнятные звуки,S S S C S S S S S S C S S S S S C S C S S S P
269,сын его сидевший тут же за хозяйственными книгами поднял голову и поражен был его состоянием,S C S S S S S C S S S S S S P
270,больной указывал пальцем на двор с видом ужаса и гнева,S S S S S S S S S P
271,он торопливо подбирал полы своего халата собираясь встать с кресел приподнялся и вдруг упал,S S S S S C S S S C S S S P
272,сын бросился к нему старик лежал без чувств и без дыхания паралич его ударил,S S S C S S S S S S C S S P
273,скорей скорей в город за лекарем кричал владимир,C S S S S C S P
274,кирила петрович спрашивает вас сказал вошедший слуга,S S S C S S P
275,владимир бросил на него ужасный взгляд,S S S S S P
276,скажи кирилу петровичу чтоб он скорее убирался пока я не велел его выгнать со двора пошел,S S C S S S C S S S S S S S C P
277,слуга радостно побежал исполнить приказание своего барина,S S S S S S P
278,егоровна всплеснула руками,S S P
279,батюшка ты наш сказала она пискливым голосом погубишь ты свою головушку,S S C S S S C S S S EX
280,кирила петрович съест нас,S S S P
281,молчи няня сказал с сердцем владимир сейчас пошли антона в город за лекарем,C C S S S C S S S S S S P
282,егоровна вышла,S P
283,в передней никого не было все люди сбежались на двор смотреть на кирила петровича,S S S S C S S S S S S S S P
284,она вышла на крыльцо и услышала ответ слуги доносящего от имени молодого барина,S S S C S S S C S S S S P
285,кирила петрович выслушал его сидя на дрожках,S S S S S S P
286,лицо его стало мрачнее ночи он с презрением улыбнулся грозно взглянул на дворню и поехал шагом около двора,S S S S C S S S C S S S S S S S S P
287,он взглянул и в окошко где за минуту перед сим сидел андрей гаврилович но где уж его не было,S S S S C S S S S S S S C S S S S S P
288,няня стояла крыльце забыв о приказании барина,S S C S S S P
289,дворня с шумом толковала о сем происшедствии,S S S S S S P
290,вдруг владимир явился между людьми и отрывисто сказал не надобно лекаря батюшка скончался,S S S S S S S C S S C S P
291,сделалось смятение,S P
292,люди бросились в комнату старого барина,S S S S S P
293,он лежал в креслах на которые перенес его владимир правая рука его висела до полу голова опущена была на грудь не было уж и признака жизни в сем теле еще не охладелом но уже обезображенном кончиною,S S S C S S S S C S S S S S C S S S S C S S S S S S S S S S S C S S S P
294,егоровна взвыла слуги окружили труп оставленный на их попечение вымыли его одели в мундир сшитый еще в 1797 году и положили на тот самый стол за которым только лет они служили своему господину,S C S S C S S S C S C S S C S S S S C S S S S S C S S S S S S S P
295,похороны совершились на третий день,S S S S P
296,тело бедного старика лежало на столе покрытое саваном и окруженное свечами,S S S S S C S S S S P
297,столовая полна была дворовых,S S S P
298,готовились к выносу,S S P
299,владимир и трое слуг подняли гроб,S S S S S P
300,священник пошел вперед дьячок сопровождал его воспевая погребальные молитвы,S S C S S C S S P
301,хозяин кистеневки в последний раз перешел за порог своего дома,S S S S S S S S S P
302,гроб понесли рощею,S S P
303,церковь находилась за нею,S S S P
304,день был ясный и холодный,S S S S P
305,осенние листья падали с дерев,S S S S P
306,при выходе из рощи увидели кистеневскую деревянную церковь и кладбище осененное старыми липами,S S S C S S S S S C S S P
307,там покоилось тело владимировой матери там подле могилы ее накануне вырыта была свежая яма,S S S S C S S S S S S S S P
308,церковь полна была кистеневскими крестьянами пришедшими отдать последнее поклонение господину своему,S S S S C S S S S S P
309,молодой дубровский стал у клироса он не плакал и не молился но лицо его было страшно,S S S S C S S S S S C S S S S P
310,печальный обряд кончился,S S P
311,владимир первый пошел прощаться с телом за ним и все дворовые принесли крышку и заколотили гроб,S S S S S C S S S S C S S S S P
312,бабы громко выли мужики изредко утирали слезы кулаком,S S C S S S S P
313,владимир и тех же 3 слуг понесли его на кладбище в сопровождении всей деревни,S S S S S S S S S C S S S P
314,гроб опустили в могилу все присутствующие бросили в нее по горсти песку яму засыпали поклонились ей и разошлись,S S S C S S S S S S S C S C S C S P
315,владимир поспешно удалился всех опередил и скрылся в кистеневскую рощу,S S C S C S S S S P
316,егоровна от имени его пригласила попа и весь причет церковный на похоронный обед объявив что молодой барин не намерен на оном присутствовать и таким образом отец антон попадья федотовна и дьячок пешком отправились на барский двор рассуждая с егоровной о добродетелях покойника и о том что повидимому ожидало его наследника,S S S S S S S S S S S S C C S S S S S S S C S S S S C S S S S S S S S C S S S S S S S S C C C S S P
317,приезд троекурова и прием ему оказанный были уже известны всему околодку и тамошние политики предвещали важные оному последствия,S S S S S S S S S S C S S S S S S P
318,что будет то будет сказала попадья а жаль если не владимир андреевич будет нашим господином,S C S C S C S C S S S S S S P
319,молодец нечего сказать,C S P
320,а кому же как не ему и быть у нас господином прервала егоровна– напрасно кирила петрович и горячится,S S S S S S S S S S C S S S S S S P
321,не на робкого напал мой соколик и сам за себя постоит да и бог даст благодетели его не оставят,S S S C S S S S S S C S C S C S S S P
322,больно спесив кирила петрович а небось поджал хвост когда гришка мой закричал ему вон старый пес долой со двора,S S S C S S S C S S S S C C S C S S EX
323,ахти егоровна сказал дьячок да как у григорья-то язык повернулся я скорее соглашусь кажется лаять на владыку чем косо взглянуть на кирила петровича,C C S C S S S S S C S S C C S S C S S S S S P
324,как увидишь его страх и трепет и краплет пот а спина-то сама так и гнется так и гнется,S S C S S S S S C S S S S S C S S P
325,суета сует сказал священник и кирилу петровичу отпоют вечную память все как ныне и андрею гавриловичу разве похороны будут побогаче да гостей созовут побольше а богу не все ли равно,S C S C S S S S S C S S S S S C S S S C S S S C S S S S S EX
326,ах батька и мы хотели зазвать весь околоток да владимир андреевич не захотел,C C S S S S S C S S S S P
327,небось у нас всего довольно есть чем угостить да что прикажешь делать по крайней мере коли нет людей так уж хоть вас уподчую дорогие гости наши,S S S S C S S C S S S S S S C S S C S S S S C S S P
328,сие ласковое обещание и надежда найти лакомый пирог ускорили шаги собеседников и они благополучно прибыли в барской дом где стол был уже накрыт и водка подана,S S S S S S S S S S S S S S S S S C S S S S S S S P
329,между тем владимир углублялся в чащу дерев движением и усталостию стараясь заглушать душевную скорбь,S S S S S S C S S S S S S P
330,он шел не разбирая дороги сучья поминутно задевали и царапали его нога его поминутно вязла в болоте он ничего не замечал,S S S S C S S S S S C S S S S S C S S S P
331,наконец достигнул он маленькой лощины со всех сторон окруженной лесом ручеек извивался молча около деревьев полобнаженных осенью,S S S S C S S S S C S S S S C S P
332,владимир остановился сел на холодный дерн и мысли одна другой мрачнее стеснились в душе его,S C S S S C S S S S S S S S P
333,сильно чувствовал он свое одиночество,S S S S P
334,будущее для него являлось покрытым грозными тучами,S S S S S S P
335,вражда с троекуровым предвещала ему новые несчастия,S S S S S S P
336,бедное его достояние могло отойти от него в чужие руки в таком случае нищета ожидала его,S S S S S S S S S C S S S S S P
337,долго сидел он неподвижно на том же месте взирая на тихое течение ручья уносящего несколько поблеклых листьев и живо представляющего ему верное подобие жизни подобие столь обыкновенное,S S S S S S S C S S S S C S S S C S S S S S S C S S P
338,наконец заметил он что начало смеркаться он встал и пошел искать дороги домой но еще долго блуждал по незнакомому лесу пока не попал на тропинку которая и привела его прямо к воротам его дома,S S C S S C S S S S S S C S S S S S S C S S S S C S S S S S S S S P
339,навстречу дубровскому попался поп со всем причетом,S S S S S S P
340,мысль о несчастлив ом предзнаменовании пришла ему в голову,S S S S S S S S P
341,он невольно пошел стороною и скрылся за деревом,S S S S S S S P
342,они его не заметили и с жаром говорили между собою проходя мимо его,S S S S S S S S S C S S P
343,удались от зла и сотвори благо говорил поп попадье нечего нам здесь оставаться,S S S S S C S S C S S S P
344,не твоя беда чем бы дело ни кончилось,S S C S S S S P
345,попадья что-то отвечала но владимир не мог ее расслышать,S S C S S S S S P
346,приближаясь увидел он множество народа крестьяне и дворовые люди толпились на барском дворе,S S S S C S S S S S S S P
347,издали услышал владимир необыкновенный шум и говор,S S S S S S P
348,у сарая стояли две тройки,S S S S P
349,на крыльце несколько незнакомых людей в мундирных сертуках казалось о чем-то толковали,S S S S S S S C C S S P
350,что это значит спросил он сердито у антона который бежал ему навстречу,S S C S S S S C S S S P
351,это кто такие и что им надобно,S S C S S S Q
352,ах батюшка владимир андреевич отвечал старик задыхаясь,C S S C S C P
353,суд приехал,S P
354,отдают нас троекурову отымают нас от твоей милости,S S C S S S S EX
355,владимир потупил голову люди его окружили несчастного своего господина,S S C S S S S S P
356,отец ты наш кричали они цалуя ему руки не хотим другого барина кроме тебя прикажи осударь с судом мы управимся,S S C S C S S C S S S C S C C C S S S P
357,умрем а не выдадим,C S S P
358,владимир смотрел на них и странные чувства волновали его,S S S C S S S S P
359,стойте смирно сказал он им а я с приказными переговорю,S C S S C S S S S P
360,переговори батюшка закричали ему из толпы да усовести окаянных,C C S S S C S S P
361,владимир подошел к чиновникам,S S S P
362,шабашкин с картузом на голове стоял подбочась и гордо взирал около себя,C S S S C S S S S S S P
363,исправник высокой и толстый мужчина лет пятидесяти с красным лицом и в усах увидя приближающегося дубровского крякнул и произнес охриплым голосом итак я вам повторяю то что уже сказал по решению уездного суда отныне принадлежите вы кирилу петровичу троекурову коего лицо представляет здесь г шабашкин,C S S S S S S S S S S S C S S C C S S S C C S S S C S S C S S S S S S S S S C S S S S S P
364,слушайтесь его во всем что ни прикажет а вы бабы любите и почитайте его а он до вас большой охотник,S S S C S S C S C C S S S C S S S S S P
365,при сей острой шутке исправник захохотал а шабашкин и прочие члены ему последовали,S S S S S C S S S S S S P
366,владимир кипел от негодования,S S S P
367,позвольте узнать что это значит спросил он с притворным холоднокровием у веселого исправника,S C S S C S S S S S S S P
368,а это то значит отвечал замысловатый чиновник что мы приехали вводить во владение сего кирила петровича троекурова и просить иных прочих убираться по-добру по-здорову,S S S C S S C S S S S S S S S S S S S S S S S P
369,но вы могли бы кажется отнестися ко мне прежде чем к моим крестьянам и объявить помещику отрешение от власти,S S S C C S S C S S S S C S S S S S P
370,а ты кто такой сказал шабашкин с дерзким взором,S S S C S S S S P
371,бывший помещик андрей гаврилов сын дубровский волею божиею помре мы вас не знаем да и знать не хотим,S S S S S S S S C S S S C S S S S P
372,владимир андреевич наш молодой барин сказал голос из толпы,S S S S C S S S P
373,кто там смел рот разинуть сказал грозно исправник какой барин какой владимир андреевич барин ваш кирила петрович троекуров слышите ли олухи,S S S S C S S C S C S S C S S S S C S C P
374,как не так сказал тот же голос,S S C S S S P
375,да это бунт кричал исправник,S S C S P
376,гей староста сюда,C S EX
377,староста выступил вперед,S S P
378,отыщи сей же час кто смел со мною разговаривать я его,S S S C S S S S C S EX
379,староста обратился к толпе спрашивая кто говорил но все молчали вскоре в задних рядах поднялся ропот стал усиливаться и в одну минуту превратился в ужаснейшие вопли,S S S C C S C S S C S S S S S C S S S S S S S S S P
380,исправник понизил голос и хотел было их уговаривать,S S S S S S S P
381,да что на него смотреть закричали дворовые ребята долой их и вся толпа двинулась,S S S S C S C C S C S S S P
382,шабашкин и другие члены поспешно бросились в сени и заперли за собою дверь,S S S S S S S C S S S S P
383,ребята вязать закричал тот же голос и толпа стала напирать,C C S S S C S S S P
384,стойте крикнул дубровский,C S P
385,дураки что вы это вы губите и себя и меня,C S S C S S S S S P
386,ступайте по дворам и оставьте меня в покое,S S S S S S S P
387,не бойтесь государь милостив я буду просить его,S C S C S S S P
388,он нас не обидит,S S S P
389,мы все его дети,S S S P
390,а как ему за вас будет заступиться если вы станете бунтовать и разбойничать,S S S S S S C S S S S S P
391,речь молодого дубровского его звучный голос и величественный вид произвели желаемое действие,S S C S S S S S S S S P
392,народ утих разошелся двор опустел,S C C S P
393,члены сидели в сенях,S S S P
394,наконец шабашкин тихонько отпер двери вышел на крыльцо и с униженными поклонами стал благодарить дубровского за его милостивое заступление,S S S S C S S S S S S S S S S S S S P
395,владимир слушал его с презрением и ничего не отвечал,S S S S S S S S P
396,мы решили продолжал заседатель с вашего дозволения остаться здесь ночевать а то уж темно и ваши мужики могут напасть на нас на дороге,S C S C S S S S S C S S S C S S S S S S S S P
397,сделайте такую милость прикажите постлать нам хоть сена в гостиной чем свет мы отправимся во-свояси,S S C S S S S S S C S C S S P
398,делайте что хотите отвечал им сухо дубровский я здесь уже не хозяин,C S C S S S C S S S S P
399,с этим словом он удалился в комнату отца своего и запер за собою дверь,S S S S S S S S C S S S S P
400,итак все кончено сказал он сам себе еще утром имел я угол и кусок хлеба,C S C S S S C S S S S S S S P
401,завтра должен я буду оставить дом где я родился и где умер мой отец виновнику его смерти и моей нищеты,S S S S S C S S S S S S S C S S S S S P
402,и глаза его неподвижно остановились на портрете его матери,S S S S S S S S P
403,живописец представил ее облокоченною на перилы в белом утреннем платьи с алой розою в волосах,S S S S S C S S S S S S S S P
404,и портрет этот достанется врагу моего семейства подумал владимир он заброшен будет в кладовую вместе с изломанными стульями или повешен в передней предметом насмешек и замечаний его псарей а в ее спальней в комнате где умер отец поселится его приказчик или поместится его гарем,S S S S S S C S C S S S S S S S S C S S S C S S S S S C S S S C S S S S C S S C S S S P
405,нет нет пускай же и ему не достанется печальный дом из которого он выгоняет меня,C C S S S S S S S C S S S S P
406,владимир стиснул зубы страшные мысли рождались в уме его,S S C S S S S S P
407,голоса подьячих доходили до него они хозяйничали требовали то того то другого и неприятно развлекали его среди печальных его размышлений,S S S S C S C S S C S C S S S S S S S P
408,наконец все утихло,S S P
409,владимир отпер комоды и ящики занялся разбором бумаг покойного,S S S S C S S S P
410,они большею частию состояли из хозяйственных счетов и переписки по разным делам,S S S S S S S S S S S P
411,владимир разорвал их не читая,S S C S P
412,между ими попался ему пакет с надписыо письма моей жены,S S S S S S C S S P
413,с сильным движением чувства владимир принялся за них они писаны были во время турецкого похода и были адресованы в армию из кистеневки,S S S C S S S C S S S S S S S S S S S S S P
414,она описывала ему свою пустынную жизнь хозяйственные занятия с нежностию сетовала на разлуку и призывала его домой в объятия доброй подруги в одном из них она изъявляла ему свое беспокойство на счет здоровья маленького владимира в другом она радовалась его ранним способностям и предвидела для него счастливую и блестящую будущность,S S S S S C S C S S S S S S S S C S S S C S S S S S S S S S S S S S C S S S S S S S S S S S S S S P
415,владимир зачитался и позабыл все на свете погрузись душою в мир семейственного счастия и не заметил как прошло время стенные часы пробили 11,S C S S S S C S S S S S C S S C S S C S S S P
416,владимир положил письма в карман взял свечу и вышел из кабинета,S S S S C S S S S S P
417,в зале приказные спали на полу,S S S S S P
418,на столе стояли стаканы ими опорожненые и сильный дух рома слышался по всей комнате,S S S C S C S S S S S S S P
419,владимир с отвращением прошел мимо их в переднюю двери были заперты не нашел ключа владимир возвратился в залу ключ лежал на столе владимир отворил дверь и наткнулся на человека прижавшегося в угол топор блестел у него и обратясь к нему со свечою владимир узнал архипа-кузнеца,S S S S S S S C S S C S S C S S S C S S S C S S S S S S C S S C S S S C S S S S S C S S P
420,зачем ты здесь спросил он,S S C S P
421,ах владимир андреевич это вы отвечал архип пошепту господь помилуй и спаси хорошо что вы шли со свечою,C S C S C S S C S S S C C S S S S EX
422,владимир глядел на него с изумлением,S S S S S P
423,что ты здесь притаился спросил он кузнеца,S S S C S S P
424,я хотел я пришел было проведать все ли дома тихо отвечал архип запинаясь,S S S S S C S S C S S S P
425,а зачем с тобою топор,S S S S Q
426,топор-то зачем,S Q
427,да как же без топора нонече и ходить,S S S S S S S P
428,эти приказные такие вишь озорники того и гляди,S S C C C S S P
429,ты пьян брось топор поди выспись,S C S C S P
430,я пьян,S Q
431,батюшка владимир андреевич бог свидетель ни единой капли во рту не было да и пойдет ли вино на ум слыхано ли дело подьячие задумали нами владеть подьячие гонят наших господ с барского двора,S S C S C S S S S S S S S S S S S S C S S C S S S C S S S S S S P
432,эк они храпят окаянные всех бы разом так и концы в воду,S S C C S S C S S S S P
433,дубровский нахмурился,S P
434,послушай архип сказал он немного помолчав не дело ты затеял,C C S C S C S S S P
435,не приказные виноваты,S S P
436,засвети-ко фонарь ты ступай за мною,S S C S S P
437,архип взял свечку из рук барина отыскал за печкою фонарь засветил его и оба тихо сошли с крыльца и пошли около двора,S S S S S C S S S C S C S S S S S S S S S P
438,сторож начал бить в чугунную доску собаки залаяли,S S S S S C S P
439,кто сторожа спросил дубровский,C C S P
440,мы батюшка отвечал тонкий голос василиса да лукерья,C C S S C S S P
441,подите по дворам сказал им дубровский вас не нужно,S S C S S C S S P
442,шабаш промолвил архип,C S P
443,спасибо кормилец отвечали бабы и тотчас отправились домой,C C S C S S S P
444,дубровский пошел далее,S S P
445,два человека приблизились к нему они его окликали,S S S S C S S P
446,дубровский узнал голос антона и гриши,S S S S S P
447,зачем вы не спите спросил он их,S S S C S S P
448,до сна ли нам отвечал антон,S S S C S P
449,до чего мы дожили кто бы подумал,S S S C S S P
450,тише перервал дубровский где егоровна,C S C S Q
451,в барском доме в своей светелке отвечал гриша,S S S S S C S P
452,поди приведи ее сюда да выведи из дому всех наших людей чтоб ни одной души в нем не оставалось кроме приказных а ты антон запряги телегу,C S S C S S S S S S C S S S S S S S C S C S C C S P
453,гриша ушел и через минуту явился с своею матерью,S S S S S S S S P
454,старуха не раздевалась в эту ночь кроме приказных никто в доме не смыкал глаза,S S S S S C S S S S S S S P
455,все ли здесь спросил дубровский не осталось ли никого в доме,S S C S C S S S S S Q
456,никого кроме подьячих отвечал гриша,C S C S P
457,давайте сюда сена или соломы сказал дубровский,S S S S C S P
458,люди побежали в конюшню и возвратились неся в охапках сено,S S S S S C S S S P
459,подложите под крыльцо,S S P
460,вот так,S P
461,ну ребята огню,S C EX
462,архип открыл фонарь дубровский зажег лучину,S S C S S P
463,постой сказал он архипу кажется в торопях я запер двери в переднюю поди скорей отопри их,C S S C C S S S S S S C S S S P
464,архип побежал в сени двери были отперты,S S S C S S P
465,архип запер их на ключ примолвя вполголоса как не так отопри и возвратился к дубровскому,S S S S C S C S S C C S S S P
466,дубровский приблизил лучину сено вспыхнуло пламя взвилось и осветило весь двор,S S C S C S C S S S P
467,ахти жалобно закричала егоровна владимир андреевич что ты делаешь,C S S C S C S S EX
468,молчи сказал дубровский,C S P
469,ну дети прощайте иду куда бог поведет будьте счастливы с новым вашим господином,S C C C S S C S S S S S P
470,отец наш кормилец отвечали люди умрем не оставим тебя идем с тобою,S C C S C C S S C S S P
471,лошади были поданы,S S P
472,дубровский сел с гришею в телегу и назначил им местом свидания кистеневскую рощу,S S S S S S S S S S S S P
473,антон ударил по лошадям и они выехали со двора,S S S C S S S S P
474,поднялся ветер,S P
475,в одну минуту пламя обхватило весь дом,S S S S S S P
476,красный дым вился над кровлею,S S S S P
477,стеклы трещали сыпались пылающие бревны стали падать раздался жалобный вопль и крики горим помогите помогите,S C C S S S C S S S S C C C P
478,как не так сказал архип с злобной улыбкой взирающий на пожар,S S C S C S S S S S P
479,архипушка говорила ему егоровна спаси их окаянных бог тебя наградит,C S S C S C C S S P
480,как не так отвечал кузнец,S S C S P
481,в сию минуту приказные показались в окно стараясь выломать двойные рамы,S S S S S S C S S S P
