,input,target
1140,не прикажешь ли свести его в приказную да запалить там огоньку мне сдается что его милость подослан к нам от оренбургских командиров,S S S S S S S S S S C S C S S S S S S S S P
1141,мороз пробежал по всему моему телу при мысли в чьих руках я находился,S S S S S S S C S S S S P
1142,ась ваше благородие сказал он мне подмигивая,C S C S S S P
1143,фельдмаршал мой кажется говорит дело,S C C S P
1144,я спокойно отвечал что я нахожусь в его власти и что он волен поступать со мною как ему будет угодно,S S C S S S S S S S S S S S S C S S S P
1145,добро сказал пугачев,C S P
1146,теперь скажи в каком состоянии ваш город,S C S S S S P
1147,слава богу отвечал я все благополучно,S C S C S P
1148,благополучно повторил пугачев,C S P
1149,самозванец говорил правду но я по долгу присяги стал уверять что все это пустые слухи и что в оренбурге довольно всяких запасов,S S C S S S S S S C S S S S S S S S S S S P
1150,ты видишь подхватил старичок что он тебя в глаза обманывает,S C S C S S S S S P
1151,все беглецы согласно показывают что в оренбурге голод и мор что там едят мертвечину и то за честь а его милость уверяет что всего вдоволь,S S S C S S S S S C S S S C S S S C S S S C S S P
1152,коли ты швабрина хочешь повесить то уж на той же виселице повесь и этого молодца чтоб никому не было завидно,S S S S C S S S S S S S S S C S S S S P
1153,слова проклятого старика казалось поколебали пугачева,S S C C S P
1154,к счастию хлопуша стал противоречить своему товарищу,S C S S S S P
1155,полно наумыч сказал он ему,C C S S P
1156,поглядеть так в чем душа держится,C S S S S P
1157,сам в могилу смотришь а других губишь,S S S C S S P
1158,да ты что за угодник возразил белобородов,S S S S C S P
1159,конечно отвечал хлопуша и я грешен и эта рука и эта рука повинна в пролитой христианской крови,C S C S S C S S C S S S S S S S P
1160,старик отворотился и проворчал слова рваные ноздри,S S S S C S EX
1161,что ты там шепчешь старый хрыч закричал хлопуша,S S S C S C S P
1162,я тебе дам рваные ноздри погоди придет и твое время бог даст и ты щипцов понюхаешь,S S S S C C S S S C S C S S S P
1163,а покамест смотри чтоб я тебе бородишки не вырвал,S S C S S S S S EX
1164,господа енаралы провозгласил важно пугачев,S C S S P
1165,не беда если б и все оренбургские собаки дрыгали ногами под одной перекладиной беда если наши кобели меж собою перегрызутся,S C S S S S S S S S S S C C S S S S S P
1166,долг платежом красен сказал он мигая и прищуриваясь,S S C S C S S P
1167,расскажи-ка мне теперь какое тебе дело до той девушки которую швабрин обижает,S S C S S S S S C S S Q
1168,уж не зазноба ли сердцу молодецкому а,S S S S S C Q
1169,она невеста моя отвечал я пугачеву видя благоприятную перемену погоды и не находя нужды скрывать истину,S S C S S C S S S S S S S S S P
1170,твоя невеста закричал пугачев,S C S P
1171,потом обращаясь к белобородову слушай фельдмаршал,C S S C C EX
1172,мы с его благородием старые приятели сядем-ка да поужинаем утро вечера мудренее,S S S S S C S S C S S P
1173,завтра посмотрим что с ним сделаем,S C S S S P
1174,я рад был отказаться от предлагаемой чести но делать было нечего,S S S S S S C S S S P
1175,оргия коей я был невольным свидетелем продолжалась до глубокой ночи,C S S S S C S S S P
1176,пугачев задремал сидя на своем месте товарищи его встали и дали мне знак оставить его,S C S S S C S S S S S S S S P
1177,по распоряжению хлопуши караульный отвел меня в приказную избу где я нашел и савельича и где меня оставили с ним взаперти,S S C S S S S S C S S S S S S S S S S S P
1178,дядька был в таком изумлении при виде всего что происходило что не сделал мне никакого вопроса,S S S S S S S C S C S S S S S P
1179,у ворот его стояла кибитка запряженная тройкою татарских лошадей,S S S S C S S S P
1180,в сенях встретил я пугачева он был одет по-дорожному в шубе и в киргизской шапке,S S S S C S S S C S S S S S P
1181,вчерашние собеседники окружали его приняв на себя вид подобострастия который сильно противуречил всему чему я был свидетелем накануне,S S S C S S S S C S S S C S S S S P
1182,в белогорскую крепость сказал пугачев широкоплечему татарину стоя правящему тройкою,S S C S S S C S S P
1183,лошади тронулись колокольчик загремел кибитка полетела,S C S C S P
1184,стой стой раздался голос слишком мне знакомый и я увидел савельича бежавшего нам навстречу,C C S C S S C S S S C S S P
1185,батюшка петр андреич кричал дядька,C S C S P
1186,а старый хрыч сказал ему пугачев,C S C S S P
1187,ну садись на облучок,C S S P
1188,спасибо государь спасибо отец родной говорил савельич усаживаясь,C C C S C S S P
1189,дай бог тебе сто лет здравствовать за то что меня старика призрил и успокоил,S S S S S S S C S S S S S P
1190,век за тебя буду бога молить а о заячьем тулупе и упоминать уж не стану,S S S S S C S S S S S S S S P
1191,к счастию самозванец или не расслыхал или пренебрег неуместным намеком,S C S S S C S S S P
1192,лошади поскакали народ на улице останавливался и кланялся в пояс,S C S S S S S S S P
1193,легко можно себе представить что чувствовал я в эту минуту,S S S C S S S S S P
1194,через несколько часов должен я был увидеться с той которую почитал уже для меня потерянною,S S S S S S S S C S S S S S P
1195,я думал также и о том человеке в чьих руках находилась моя судьба и который по странному стечению обстоятельств таинственно был со мною связан,S S S S S S C S S S S S S S S S S S S S S S S P
1196,я вспоминал об опрометчивой жестокости о кровожадных привычках того кто вызывался быть избавителем моей любезной,S S S S C S S S C S S S S S EX
1197,пугачев не знал что она была дочь капитана миронова озлобленный швабрин мог открыть ему все,S S C S S S S S C S S S S S P
1198,холод пробегал по моему телу и волоса становились дыбом,S S S S C S S S P
1199,вдруг пугачев прервал мои размышления обратясь ко мне с вопросом о чем ваше благородие изволил задуматься,S S S S C S S S S C S C S C S Q
1200,как не задуматься отвечал я ему,S S C S S P
1201,я офицер и дворянин вчера еще дрался противу тебя а сегодня еду с тобой в одной кибитке и счастие всей моей жизни зависит от тебя,S S S C S S S S C S S S S S S S C S S S S S S S P
1202,что ж спросил пугачев,S C S P
1203,я отвечал что быв однажды уже им помилован я надеялся не только на его пощаду но даже и на помощь,S C C S S S S C S S S S S S C S S S S P
1204,и ты прав ей-богу прав сказал самозванец,S S C S C S P
1205,ты видишь что я не такой еще кровопийца как говорит обо мне ваша братья,S C S S S S S C S S S S S P
1206,я вспомнил взятие белогорской крепости но не почел нужным его оспоривать и не отвечал ни слова,S S S S C S S S S S S S S S S P
1207,что говорят обо мне в оренбурге спросил пугачев помолчав немного,S S S S S C S C S P
1208,да говорят что с тобою сладить трудновато нечего сказать дал ты себя знать,C C S S S S C S C S S S P
1209,да сказал он с веселым видом,C S S S S P
1210,сорок енаралов убито четыре армии взято в полон,S S C S S S S P
1211,как ты думаешь прусский король мог ли бы со мною потягаться,S S C S S S S S S S Q
1212,сам как ты думаешь сказал я ему управился ли бы ты с фридериком,S S S C S S C S S S S S Q
1213,с вашими енаралами ведь я же управляюсь а они его бивали,S S S S S S C S S S P
1214,дай срок то ли еще будет как пойду на москву,S C S S S C S S S P
1215,самозванец несколько задумался и сказал вполголоса бог весть,S S S S S C S P
1216,улица моя тесна воли мне мало,S S C S S P
1217,мне должно держать ухо востро при первой неудаче они свою шею выкупят моею головою,S S S S C S S S S S S S S P
1218,то-то сказал я пугачеву,C S S P
1219,не лучше ли тебе отстать от них самому заблаговременно да прибегнуть к милосердию государыни,S S S S S S S C C S S S S Q
1220,нет отвечал он поздно мне каяться,C S C S S P
1221,а знаешь ты чем он кончил,S S C S S Q
1222,его выбросили из окна зарезали сожгли зарядили его пеплом пушку и выпалили,S S S C C C S S S S S EX
1223,слушай сказал пугачев с каким-то диким вдохновением,C S S S S S P
1224,расскажу тебе сказку которую в ребячестве мне рассказывала старая калмычка,S S C S S S S S S P
1225,однажды орел спрашивал у ворона скажи ворон-птица отчего живешь ты на белом свете триста лет а я всего-навсе только тридцать три года,S S S S C C C S S S S S S S C S S S S S S Q
1226,оттого батюшка отвечал ему ворон что ты пьешь живую кровь а я питаюсь мертвечиной,C C S S C S S S S C S S S P
1227,орел подумал давай попробуем и мы питаться тем же,S C S S S S S S P
1228,вот завидели палую лошадь спустились и сели,S S S C S S P
1229,затейлива отвечал я ему,C S S P
1230,оба мы замолчали погрузясь каждый в свои размышления,S S C S S S S P
1231,савельич дремля качался на облучке,C C S S P
1232,вдруг увидел я деревушку на крутом берегу яика с частоколом и с колокольней и через четверть часа въехали мы в белогорскую крепость,S S S S S S S C S S S S C S S S S S S S S P
1233,изменник помог пугачеву вылезть из кибитки в подлых выражениях изъявляя свою радость и усердие,S S S S S C S S S S S S S P
1234,увидя меня он смутился но вскоре оправился протянул мне руку говоря и ты наш,S C S C S S C S S C C S S Q
1235,сердце мое заныло когда очутились мы в давно знакомой комнате где на стене висел еще диплом покойного коменданта как печальная эпитафия прошедшему времени,S S C S S S S S S C S S S S S S S C S S S S P
1236,пугачев сел на том диване на котором бывало дремал иван кузмич усыпленный ворчанием своей супруги,S S S S C S C C S S C S S S P
1237,пугачев выпил рюмку и сказал ему указав на меня попотчуй и его благородие,S S S S S C S S C S S S P
1238,швабрин подошел ко мне с своим подносом но я вторично от него отворотился,S S S S S S C S S S S S P
1239,при обыкновенной своей сметливости он конечно догадался что пугачев был им недоволен,S S S S C C C S S S S P
1240,он трусил перед ним а на меня поглядывал с недоверчивости,S S S C S S S S S P
1241,государь сказал он дрожащим голосом,C S S S P
1242,государь она не под караулом она больна она в светлице лежит,C S S S S S S S S S P
1243,веди ж меня к ней сказал самозванец вставая с места,S S S S C S C S S P
1244,государь сказал он,C S P
1245,вы властны требовать от меня что вам угодно но не прикажите постороннему входить в спальню к жене моей,S S S S C S S C S S S S S S S S S P
1246,так ты женат сказал я швабрину готовяся его растерзать,S S C S S C S S P
1247,тише прервал меня пугачев,C S S P
1248,ваше благородие ступай за мною,S C S S P
1249,у дверей светлицы швабрин опять остановился и сказал прерывающимся голосом государь предупреждаю вас что она в белой горячке и третий день как бредит без умолку,S S S S S S S S S C C S C S S S S S S S S S S S P
1250,отворяй сказал пугачев,C S P
1251,швабрин стал искать у себя в карманах и сказал что не взял с собою ключа,S S S S S S S S C S S S S S P
1252,пугачев толкнул дверь ногою замок отскочил дверь отворилась и мы вошли,S S S C S C S C S S P
1253,на полу в крестьянском оборванном платье сидела марья ивановна бледная худая с растрепанными волосами,S C S S S S S S C C C S S P
1254,перед нею стоял кувшин воды накрытый ломтем хлеба,S S S S C S S P
1255,увидя меня она вздрогнула и закричала,S C S S S P
1256,что тогда со мною стало не помню,S S S S C S P
1257,пугачев посмотрел на швабрина и сказал с горькой усмешкою хорош у тебя лазарет,S S S S S S S S C S S S EX
1258,потом подошед к марье ивановне скажи мне голубушка за что твой муж тебя наказывает в чем ты перед ним провинилась,C S S S C S C C S S S S S C S S S S S Q
1259,мой муж повторила она,S C S P
1260,я лучше решилась умереть и умру если меня не избавят,S S S C S C S S S P
1261,и ты смел меня обманывать сказал он ему,S S S S C S S P
1262,знаешь ли бездельник чего ты достоин,S C C S S Q
1263,с омерзением глядел я на дворянина валяющегося в ногах беглого казака,S S S S S C S S S S P
1264,милую тебя на сей раз сказал он швабрину но знай что при первой вине тебе припомнится и эта,S S S S C S S C S C S S S S S S S P
1265,потом обратился он к марье ивановне и сказал ей ласково выходи красная девица дарую тебе волю,S S S S S S S S S C C S C S S P
1266,марья ивановна быстро взглянула на него и догадалась что перед нею убийца ее родителей,S S S S S S S C S S S S S P
1267,я кинулся к ней но в эту минуту очень смело в комнату втерлась моя старинная знакомая палаша и стала ухаживать за своею барышнею,S S S C S S S S S S S S S S S S S S S S S S P
1268,пугачев вышел из светлицы и мы трое сошли в гостиную,S S S C S S S S S P
1269,что ваше благородие сказал смеясь пугачев,C S C C C P
1270,как думаешь не послать ли за попом да не заставить ли его обвенчать племянницу,S C S S S S C S S S S S S Q
1271,пожалуй я буду посаженым отцом швабрин дружкою закутим запьем и ворота запрем,C S S S C S C C C S S EX
1272,чего я опасался то и случилось швабрин услыша предложение пугачева вышел из себя,S S C S S C C S S C S S P
1273,государь закричал он в исступлении,C S S S P
1274,я виноват я вам солгал но и гринев вас обманывает,S C S S C S S S S P
1275,эта девушка не племянница здешнего попа она дочь ивана миронова который казнен при взятии здешней крепости,S S S S S C S S S C S S S S S P
1276,это что еще спросил он меня с недоумением,S S C S S S S P
1277,швабрин сказал тебе правду отвечал я с твердостию,S S S C S S S P
1278,ты мне этого не сказал заметил пугачев у коего лицо омрачилось,S S S S C S C S S S P
1279,сам ты рассуди отвечал я ему можно ли было при твоих людях объявить что дочь миронова жива,S S C S S C S S S S S S C S S S P
1280,и то правда сказал смеясь пугачев,S S C C C P
1281,хорошо сделала кумушка-попадья что обманула их,S S C S S P
1282,слушай продолжал я видя его доброе расположение,C S C S S S P
1283,как тебя назвать не знаю да и знать не хочу,S S S S C S S S S P
1284,но бог видит что жизнию моей рад бы я заплатить тебе за то что ты для меня сделал,S S C S S S S S S S S S C S S S S P
1285,только не требуй того что противно чести моей и христианской совести,S S S C S S S S S S P
1286,доверши как начал отпусти меня с бедной сиротою куда нам бог путь укажет,S S C S S S S C S S S S P
1287,а мы где бы ты ни был и что бы с тобою ни случилось каждый день будем бога молить о спасении грешной твоей души,S C S S S S S S S S S S S C S S S S S S S S S P
1288,казалось суровая душа пугачева была тронута,C S S S S P
1289,ин быть по-твоему сказал он,S S C S P
1290,казнить так казнить жаловать так жаловать таков мой обычай,S S C S S C S S P
1291,возьми себе свою красавицу вези ее куда хочешь и дай вам бог любовь да совет,S S S C S S S C S S S S S S EX
1292,тут он оборотился к швабрину и велел выдать мне пропуск во все заставы и крепости подвластные ему,S S S S S S S S S S S S S S C S P
1293,швабрин совсем уничтоженный стоял как остолбенелый,C S C S S P
1294,швабрин его сопровождал а я остался под предлогом приготовлений к отъезду,S S C S S S S S S S P
1295,кто там спросила палаша,S C S P
1296,погодите петр андреич,C S P
1297,ступайте к акулине памфиловне я сейчас туда же буду,S S S C S S S S P
1298,здравствуйте петр андреич говорила попадья,C S C S P
1299,а марья-то ивановна всего натерпелась без вас моя голубушка,S S S S S S C S EX
1300,да скажите мой отец как это вы с пугачевым-то поладили,S C S C S S S S S Q
1301,добро спасибо злодею и за то,C S S S S P
1302,полно старуха прервал отец герасим,C C S S P
1303,не все то ври что знаешь,S S S C S P
1304,батюшка петр андреич войдите милости просим,S S C C S P
1305,давно давно не видались,C S S P
1306,я в свою очередь рассказал ей вкратце свою историю,C S S C S S S S P
1307,поп и попадья крестились услыша что пугачеву известен их обман,S S S C C S S S S P
1308,с нами сила крестная говорила акулина памфиловна,S S S C S S P
1309,ай да алексей иваныч нечего сказать хорош гусь,S S S C S C S EX
1310,в самую эту минуту дверь отворилась и марья ивановна пошла с улыбкою на бледном лице,S S S S S C S S S S S S S S P
1311,хозяева наши почувствовали что нам было не до них и оставили нас,S S C S S S S S C S S P
1312,оставаться ей в крепости подвластной пугачеву и управляемой швабриным было невозможно,S S S C S S S S C S P
1313,нельзя было думать и об оренбурге претерпевающем все бедствия осады,S S S S S C S S S P
1314,она сначала колебалась известное ей неблагорасположение отца моего ее пугало,S S C S S S S S S P
1315,я знал что отец почтет за счастие и вменит себе в обязанность принять дочь заслуженного воина погибшего за отечество,S C S S S S S S S S S S S S S C S S P
1316,милая марья ивановна сказал я наконец,S S C S S P
1317,чудные обстоятельства соединили нас неразрывно ничто на свете не может нас разлучить,S S S S C S S S S S S P
1318,марья ивановна выслушала меня просто без притворной застенчивости без затейливых отговорок,S S S S C S S C S S P
1319,она чувствовала что судьба ее соединена была с моею,S C S S S S S S P
1320,но она повторила что не иначе будет моею женою как с согласия моих родителей,S S C S S S S S C S S S S P
1321,мы поцеловались горячо искренно и таким образом все было между нами решено,S S C C S S S S S S S P
1322,через час урядник принес мне пропуск подписанный каракульками пугачева и позвал меня к нему от его имени,S S S S S C S S C S S S S S S S P
1323,не могу изъяснить то что я чувствовал расставаясь с этим ужасным человеком извергом злодеем для всех кроме одного меня,S S S C S S C S S S S C C S S C S S P
1324,я пламенно желал вырвать его из среды злодеев которыми он предводительствовал и спасти его голову пока еще было время,S S S S S S S C S S C S S S C S S S P
1325,швабрин и народ толпящийся около нас помешали мне высказать все чем исполнено было мое сердце,S S C S S C S S S C S S S S P
1326,мы точно с ним увиделись но в каких обстоятельствах,S S S S C S S S EX
1327,я долго смотрел на белую степь по которой неслась его тройка,S S S S S C S S S S P
1328,все было готово к нашему отъезду я не хотел более медлить,S S S S S C S S S S P
1329,марья ивановна пошла проститься с могилами своих родителей похороненных за церковью,S S S S S S S C S S P
1330,я хотел ее проводить но она просила меня оставить ее одну,S S S C S S S S S S P
1331,через несколько минут она воротилась обливаясь молча тихими слезами,S S S S C S S S P
1332,мы сели в кибитку втроем марья ивановна с палашей и я,S S S S C S S S S S P
1333,прощай марья ивановна моя голубушка прощайте петр андреич сокол наш ясный говорила добрая попадья,C S C S C C S C S S C S S P
1334,счастливый путь и дай бог вам обоим счастия,S C S S S S S EX
1335,марья ивановна глядела с задумчивостию то на меня то на дорогу и казалось не успела еще опомниться и прийти в себя,S S S S S S S C S S S C C S S S S S S S P
1336,неприметным образом часа через два очутились мы в ближней крепости также подвластной пугачеву,S S S S S S S S S C S S P
1337,мы приближились к городку где по словам бородатого коменданта находился сильный отряд идущий на соединение к самозванцу,S S S C C S S S C S S C S S S S P
1338,на вопрос кто едет ямщик отвечал громогласно государев кум со своею хозяюшкою,S C S C S S C S S S S P
1339,выходи бесов кум сказал мне усастый вахмистр,C S C S S S P
1340,вот ужо тебе будет баня и с твоею хозяюшкою,S S S S C S S S EX
1341,я вышел из кибитки и требовал чтоб отвели меня к их начальнику,S S S S S C S S S S S P
1342,увидя офицера солдаты прекратили брань,S C S S P
1343,савельич от меня не отставал поговаривая про себя вот тебе и государев кум,S S S S C S S C S S S S EX
1344,господи владыко чем это все кончится,S C S S S Q
1345,через пять минут мы пришли к домику ярко освещенному,S S S S S S C S P
1346,он тотчас же воротился объявив мне что его высокоблагородию некогда меня принять а что он велел отвести меня в острог а хозяюшку к себе привести,S S S C S C S S S S S C S S S S S S S C S S S S P
1347,что это значит закричал я в бешенстве,S S C S S S P
1348,не могу знать ваше благородие отвечал вахмистр,S S C S C S P
1349,только его высокоблагородие приказал ваше благородие отвести в острог а ее благородие приказано привести к его высокоблагородию ваше благородие,S S S S S S S S C S S S S S S S C S EX
1350,караульные не думали меня удерживать и я прямо вбежал в комнату где человек шесть гусарских офицеров играли в банк,S S S S C S S S S S C S S S S S S S P
1351,каково было мое изумление когда взглянув на него узнал я ивана ивановича зурина некогда обыгравшего меня в симбирском трактире,S S S C C S S C S S S S C S S S S S EX
1352,возможно ли вскричал я,S C S P
1353,иван иваныч ты ли,S C S Q
1354,ба ба ба петр андреич,C C C S EX
1355,не могу я не один,S C S S P
1356,ну подавай сюда и товарища,C S S S P
1357,я не с товарищем я с дамою,S S S C S S P
1358,при сих словах зурин засвистел так выразительно что все захохотали а я совершенно смутился,S S S S S S C S S C S S S P
1359,ну продолжал зурин так и быть,C S C S S P
1360,да что ж сюда не ведут кумушку-то пугачева или она упрямится,S S S S S S S C S S Q
1361,сказать ей чтоб она не боялась барин-де прекрасный ничем не обидит да хорошенько ее в шею,S C S S S C S C S S C S S S S P
1362,что ты это сказал я зурину,S S C S S P
1363,я вывез ее из плена и теперь провожаю до деревни батюшкиной где и оставлю ее,S S S S S S S S S S C S S S P
1364,помилуй что ж это значит,C S S S Q
1365,а теперь ради бога успокой бедную девушку которую гусары твои перепугали,S C S C S S C S S S P
1366,мы отужинали и когда остались вдвоем я рассказал ему свои похождения,S C C S S C S S S S P
1367,когда я кончил он покачал головою и сказал все это брат хорошо одно нехорошо зачем тебя черт несет жениться,S S C S S S S C S C C C S C S S S S Q
1368,я честный офицер не захочу тебя обманывать поверь же ты мне что женитьба блажь,C S C S S S C S S S C S S P
1369,ну куда тебе возиться с женою да нянчиться с ребятишками,C S S S S S S S S Q
1370,послушайся меня развяжись ты с капитанскою дочкой,S C S S S S P
1371,отправь ее завтра ж одну к родителям твоим а сам оставайся у меня в отряде,S S S S S S S C S S S S S S P
1372,попадешься опять в руки бунтовщикам так вряд ли от них еще раз отделаешься,S S S S C S S S S S S S P
1373,таким образом любовная дурь пройдет сама собою и все будет ладно,S S S S S S C S S S P
1374,хотя я не совсем был с ним согласен однако ж чувствовал что долг чести требовал моего присутствия в войске императрицы,S S S S S S S C S S C S S S S S S S S P
1375,я решился последовать совету зурина отправить марью ивановну в деревню и остаться в его отряде,S S S S C S S S S S S S S S P
1376,савельич явился меня раздевать я объявил ему чтоб на другой же день готов он был ехать в дорогу с марьей ивановной,S S S C S S C S S S S S S S S S S S S S P
1377,что ты сударь,S C Q
1378,зная упрямство дядьки моего я вознамерился убедить его лаской и искренностию,S S S C S S S S S S P
1379,друг ты мой архип савельич сказал я ему,S S C S C S S P
1380,не откажи будь мне благодетелем в прислуге здесь я нуждаться не стану а не буду спокоен если марья ивановна поедет в дорогу без тебя,S C S S C S S S S S S C S S S C S S S S S S S P
1381,служа ей служишь ты и мне потому что я твердо решился как скоро обстоятельства дозволят жениться на ней,S C S S S C S S S S C S S S C S S P
1382,жениться повторил он,C S P
1383,а что скажет батюшка а матушка-то что подумает,S S S C S S S Q
1384,согласятся верно согласятся отвечал я когда узнают марью ивановну,C S C S C S S S P
1385,батюшка и матушка тебе верят ты будешь за нас ходатаем не так ли,S S S S C S S S S C S S Q
1386,ох батюшка ты мой петр андреич отвечал он,C S S S S C S P
1387,хоть раненько задумал ты жениться да зато марья ивановна такая добрая барышня что грех и пропустить оказию,S S S S C S S S S S S C S S S S P
1388,провожу ее ангела божия и рабски буду доносить твоим родителям что такой невесте не надобно и приданого,S C S C S S S S S C S S S S S S P
1389,разгоряченный и взволнованный я разболтался,S S C S P
1390,зурин сначала со мною разговаривал охотно но мало-помалу слова его стали реже и бессвязнее наконец вместо ответа на какой-то запрос он захрапел и присвистнул,S S S S S C S S S S S S S C C S S S S C S S S P
1391,я тут же расстался с марьей ивановной поручив ее савельичу и дав ей письмо к моим родителям,S S S S S S C S S S S S S S S S P
1392,прощайте петр андреич сказала она тихим голосом,C S C S S S P
1393,придется ли нам увидаться или нет бог один это знает но век не забуду вас до могилы ты один останешься в моем сердце,S S S C S C S S S C S S S S C S S S S S S S P
1394,я не хотел при них предаваться чувствам которые меня волновали,S S S S S S C S S P
1395,я возвратился к зурину грустен и молчалив,S S S C S S P
1396,он хотел меня развеселить я думал себя рассеять мы провели день шумно и буйно и вечером выступили в поход,S S S C S S S C S S S S S S S S S S P
1397,зима затруднявшая военные распоряжения проходила и наши генералы готовились к дружному содействию,C S S C C S S S S S S P
1398,бунтующие деревни при виде наших войск приходили в повиновение шайки разбойников везде бежали от нас и все предвещало скорое и благополучное окончание,S C S S S C S S C S S S S S C S S S S S S P
1399,вскоре князь голицын под крепостию татищевой разбил пугачева рассеял его толпы освободил оренбург и казалось нанес бунту последний и решительный удар,S S C S S C S C S S C S C C C S S S S S P
1400,зурин был в то время отряжен противу шайки мятежных башкирцев которые рассеялись прежде нежели мы их увидали,S S S S S S S S S C S S C S S S P
1401,речки разлились и дороги стали непроходимы,S C S S S P
1402,он явился на сибирских заводах собрал там новые шайки и опять начал злодействовать,S S S S C S S S S S S S P
1403,вскоре весть о взятии казани и о походе самозванца на москву встревожила начальников войск беспечно дремавших в надежде на бессилие презренного бунтовщика,S S S S S S S S S S S S S C S S S S S S S P
1404,скажу коротко что бедствие доходило до крайности,S C S S S S P
1405,мы проходили через селения разоренные бунтовщиками и поневоле отбирали у бедных жителей то что успели они спасти,S S S C S C S S S S S S C S S S P
1406,правление было повсюду прекращено помещики укрывались по лесам,S S S C S S S P
1407,шайки разбойников злодействовали повсюду начальники отдельных отрядов самовластно наказывали и миловали состояние всего обширного края где свирепствовал пожар было ужасно,S S S C S S S S S S C S S S C S S C S P
1408,не приведи бог видеть русский бунт бессмысленный и беспощадный,S S S S S C S S EX
1409,пугачев бежал преследуемый иваном ивановичем михельсоном,S C S S S P
1410,наконец зурин получил известие о поимке самозванца а вместе с тем и повеление остановиться,S S S S S S C S S S S S S P
1411,мысль их обнять увидеть марью ивановну от которой не имел я никакого известия одушевляла меня восторгом,S S C S S C S S S S S S C S S P
1412,зурин смеялся и говорил пожимая плечами нет тебе несдобровать,S S S C S C C S EX
1413,женишься ни за что пропадешь,C S S S EX
1414,через несколько дней должен я был опять очутиться посреди моего семейства увидеть опять мою марью ивановну,S S S S S S S S S S C S S S S P
1415,я испугался сам не зная чего,S C S S S P
1416,он выслал моего денщика и объявил что имеет до меня дело,S S S S S C S S S S P
1417,что такое спросил я с беспокойством,S C S S S P
1418,маленькая неприятность отвечал он подавая мне бумагу,S C S C S S P
1419,прочитай что сейчас я получил,C S S S P
1420,делать нечего сказал зурин,S C S P
1421,вероятно слух о твоих дружеских путешествиях с пугачевым как-нибудь да дошел до правительства,C S S S S S S S S S S S P
1422,надеюсь что дело не будет иметь никаких последствий и что ты оправдаешься перед комиссией,C S S S S S S S S S S S S P
1423,совесть моя была чиста я суда не боялся но мысль отсрочить минуту сладкого свидания может быть на несколько еще месяцев устрашала меня,S S S C S S S C S S S S S C S S S S S C S P
1424,со мною сели два гусара с саблями наголо и я поехал по большой дороге,S S S S S S S C S S S S S P
1425,1 к этому месту относится пропущенная глава отброшенная пушкиным и сохранившаяся только в черновом автографе,S S S S S S C S S S S S S S P
1426,я был уверен что виною всему было самовольное мое отсутствие из оренбурга,S S C S S S S S S S S P
1427,я легко мог оправдаться наездничество не только никогда не было запрещено во еще всеми силами было ободряемо,S S S C S S S S S S C S S S S S P
1428,я мог быть обвинен в излишней запальчивости а не в ослушании,S S S S S S C S S S P
1429,я приехал в казань опустошенную и погорелую,S S S C S S P
1430,по улицам наместо домов лежали груды углей и торчали закоптелые стены без крыш и окон,S C S C S S S S S S S S S S P
